,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,200.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.003420447535,100000.0,399999.0,399999.0,399999.0,399999.0,27.563558281000002,1603172.0,1580558.509
std,0.0003095254548322606,0.0,0.0,0.0,0.0,0.0,0.5965171578438797,14143.636677264389,10242.526900292829
min,2.003139238,100000.0,399999.0,399999.0,399999.0,399999.0,25.366225,1585000.0,1563775.0
25%,2.00326677275,100000.0,399999.0,399999.0,399999.0,399999.0,27.153673,1598000.0,1572692.5
50%,2.0033229114999997,100000.0,399999.0,399999.0,399999.0,399999.0,27.557792,1598000.0,1579236.0
75%,2.003514055,100000.0,399999.0,399999.0,399999.0,399999.0,27.977454,1610000.0,1586026.75
max,2.006156169,100000.0,399999.0,399999.0,399999.0,399999.0,29.531757,1686000.0,1651969.0
