[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   6198       tick       1302994          2300       2857325 
      2   6198       tick       2121746             9       4240703 
      3   6198       tick       2109001            19       4215294 
      4   6198       tick       2109365            26       4216055 
      5   6198       tick       2113577            16       4224352 
      6   6198       tick       2113183            19       4223574 
      7   6198       tick       2073165            10       4143674 
      8   6198       tick       2139240            10       4275884 
      9   6198       tick       2110420            10       4218117 
     10   6198       tick       2115705             9       4228685 
     11   6198       tick       2117362            10       4231875 
     12   6198       tick       2111590             9       4220391 
     13   6198       tick       2107398            10       4212201 
     14   6198       tick       2108722             8       4214781 
     15   6198       tick       2107556             9       4212472 
     16   6198       tick       2112771            11       4222784 
     17   6198       tick       2109229             8       4215829 
     18   6198       tick       2109362             8       4216033 
     19   6198       tick       2112178             9       4221664 
     20   6198       tick       2108616             9       4214466 
     21   6198       tick       2109241             9       4215823 
     22   6198       exit        410456            96        820228 
