[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  26215       tick        845385         13241       2229350 
      2  26215       tick       1532276            65       3061664 
      3  26215       tick       1533012            65       3063120 
      4  26215       tick       1531283            85       3059660 
      5  26215       tick       1527349           116       3051834 
      6  26215       tick       1530494           110       3058140 
      7  26215       tick       1520476           104       3038177 
      8  26215       tick       1531746            88       3060615 
      9  26215       tick       1531106            78       3059295 
     10  26215       tick       1529390           122       3055896 
     11  26215       tick       1525156           149       3047421 
     12  26215       tick       1521941           138       3040998 
     13  26215       tick       1519466           143       3036097 
     14  26215       tick       1515841           135       3028810 
     15  26215       tick       1531396           105       3059866 
     16  26215       tick       1521131           132       3039501 
     17  26215       tick       1527723           104       3052577 
     18  26215       tick       1529555            92       3056196 
     19  26215       tick       1535137            78       3067352 
     20  26215       tick       1528784           111       3054660 
     21  26215       tick       1528597           105       3054293 
     22  26215       tick       1534192            94       3065486 
     23  26215       tick       1534758            90       3066620 
     24  26215       tick       1528744            99       3054592 
     25  26215       tick       1529063           114       3055264 
     26  26215       tick       1529027           125       3055194 
     27  26215       exit        724186           132       1446909 
