,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,15.501595381253333,100000.0,299999.0,299999.0,299999.0,299999.0,27.516820369,1719094.0,1689055.853
std,0.5024091911239442,0.0,0.0,0.0,0.0,0.0,0.6158389580095881,10140.907355952031,8072.8962070970265
min,15.1029457578,100000.0,299999.0,299999.0,299999.0,299999.0,25.785886,1636000.0,1633430.0
25%,15.10765226405,100000.0,299999.0,299999.0,299999.0,299999.0,27.075958,1710000.0,1682374.25
50%,15.1106158142,100000.0,299999.0,299999.0,299999.0,299999.0,27.526706,1723000.0,1689136.0
75%,16.079000393999998,100000.0,299999.0,299999.0,299999.0,299999.0,27.946368,1723000.0,1694779.75
max,16.1919527424,100000.0,299999.0,299999.0,299999.0,299999.0,29.438498,1748000.0,1733561.0
