howmany,island,frequency,task,power,time
1,big,200000,cachekiller,84793.12967836257,1.9138504523682809
1,big,300000,cachekiller,115227.95453216374,1.3722724853645558
1,big,400000,cachekiller,143767.0179093567,1.1273283661522084
1,big,500000,cachekiller,169474.20182748538,0.995010643959553
1,big,600000,cachekiller,194023.40051169592,0.922498669505056
1,big,700000,cachekiller,216190.16118421053,0.8752660989888238
1,big,800000,cachekiller,245413.39729532163,0.8399414582224588
1,big,900000,cachekiller,285931.0810672515,0.8183874401277276
1,big,1000000,cachekiller,330831.9019005848,0.7995609366684407
1,big,1100000,cachekiller,378963.61440058483,0.788916977115487
1,big,1200000,cachekiller,430302.85614035086,0.7783395423097393
1,big,1300000,cachekiller,487955.18304093566,0.7706226716338479
1,big,1400000,cachekiller,548785.9193713451,0.7726184140500266
1,big,1500000,cachekiller,615815.6153508772,0.7635045236828101
1,big,1600000,cachekiller,707951.3597222222,0.763571048430016
1,big,1700000,cachekiller,811125.0638888889,0.7476849387972326
1,big,1800000,cachekiller,928954.8067251462,0.7480840872804686
1,big,1900000,cachekiller,1082518.8539473685,0.7401809473124005
1,big,2000000,cachekiller,1318236.8923245615,0.7412187333688133
1,big,200000,cacherate-0,73603.85818713451,0.8162751677852349
1,big,300000,cacherate-0,101777.7485380117,0.5408389261744967
1,big,400000,cacherate-0,130307.8581871345,0.4046644295302014
1,big,500000,cacherate-0,158266.4619152047,0.3234563758389263
1,big,600000,cacherate-0,185193.57441520467,0.2691610738255034
1,big,700000,cacherate-0,209926.0385233918,0.2306543624161074
1,big,800000,cacherate-0,243378.80650584796,0.2017953020134228
1,big,900000,cacherate-0,288089.1725877193,0.1792449664429531
1,big,1000000,cacherate-0,337984.9910818713,0.1612751677852349
1,big,1100000,cacherate-0,391675.3426900585,0.1465771812080537
1,big,1200000,cacherate-0,448890.68274853803,0.1343288590604027
1,big,1300000,cacherate-0,514284.30314327485,0.1240268456375839
1,big,1400000,cacherate-0,582852.040497076,0.1151677852348993
1,big,1500000,cacherate-0,658206.3287280701,0.1075167785234899
1,big,1600000,cacherate-0,760523.8889619884,0.1006711409395973
1,big,1700000,cacherate-0,874714.2004385965,0.0946711409395973
1,big,1800000,cacherate-0,1004308.5614766083,0.0893959731543624
1,big,1900000,cacherate-0,1176956.0206871345,0.0847651006711409
1,big,2000000,cacherate-0,1435265.6826754387,0.0805369127516778
1,big,200000,cacherate-100,84883.25855263158,1.9033925451368672
1,big,300000,cacherate-100,115416.12295321637,1.3679382644146767
1,big,400000,cacherate-100,143485.28209064325,1.1225247524752475
1,big,500000,cacherate-100,169849.97134502925,0.9957775189283636
1,big,600000,cacherate-100,194286.7765350877,0.9170064065230056
1,big,700000,cacherate-100,217210.5427631579,0.8688118811881189
1,big,800000,cacherate-100,246106.76330409356,0.8367064647641236
1,big,900000,cacherate-100,286763.9810672515,0.816322073383809
1,big,1000000,cacherate-100,331665.15475146193,0.7955008736167737
1,big,1100000,cacherate-100,380627.06016081874,0.7832702387885849
1,big,1200000,cacherate-100,431913.62521929824,0.7775917297612115
1,big,1300000,cacherate-100,490019.4829678363,0.7687827606290042
1,big,1400000,cacherate-100,550435.6820906433,0.7714764123471171
1,big,1500000,cacherate-100,618556.1441520469,0.7649242865463017
1,big,1600000,cacherate-100,711105.9055555556,0.7592457775189285
1,big,1700000,cacherate-100,812324.7179824561,0.7365463016889926
1,big,1800000,cacherate-100,929618.0509502923,0.7451951077460688
1,big,1900000,cacherate-100,1087541.9046783627,0.7368083867210252
1,big,2000000,cacherate-100,1328350.5614766083,0.7328771112405359
1,big,200000,cacherate-20,94876.38801169592,0.8813673545268637
1,big,300000,cacherate-20,132438.64861111113,0.6287878787878787
1,big,400000,cacherate-20,167592.42434210522,0.5154303773935676
1,big,500000,cacherate-20,198576.00482456142,0.4537785833798103
1,big,600000,cacherate-20,228094.48486842102,0.4163878044246141
1,big,700000,cacherate-20,252532.28676900585,0.3931725227737497
1,big,800000,cacherate-20,285151.3076754386,0.3780442461424055
1,big,900000,cacherate-20,329604.20942982455,0.3667735638594534
1,big,1000000,cacherate-20,378473.4627192982,0.3581055958356571
1,big,1100000,cacherate-20,430283.53983918123,0.3523424428332403
1,big,1200000,cacherate-20,484236.72192982456,0.3471137757947573
1,big,1300000,cacherate-20,545584.2459795321,0.3435582822085889
1,big,1400000,cacherate-20,608865.1578216373,0.3437906674102992
1,big,1500000,cacherate-20,677958.477119883,0.3415365309537088
1,big,1600000,cacherate-20,773788.898245614,0.3382831381297638
1,big,1700000,cacherate-20,878323.186038815,0.3317066369213608
1,big,1800000,cacherate-20,1001618.3823830409,0.3330172894590072
1,big,1900000,cacherate-20,1164325.2551900584,0.329085331846068
1,big,2000000,cacherate-20,1415408.1797514618,0.3273563859453429
1,big,200000,cacherate-40,91776.278874269,1.7273149102907814
1,big,300000,cacherate-40,125168.12865497076,1.2298927613941015
1,big,400000,cacherate-40,156280.23976608188,1.0104145184574136
1,big,500000,cacherate-40,182868.2956140351,0.8940503196535368
1,big,600000,cacherate-40,208626.6230263158,0.8279026603423385
1,big,700000,cacherate-40,230965.75665204675,0.7848525469168901
1,big,800000,cacherate-40,260066.36337719293,0.7525262940812538
1,big,900000,cacherate-40,300668.72419590637,0.7343266652918127
1,big,1000000,cacherate-40,346571.3481725146,0.7166941637451021
1,big,1100000,cacherate-40,395384.0307748538,0.7077747989276139
1,big,1200000,cacherate-40,446651.47880116955,0.6951948855434108
1,big,1300000,cacherate-40,504964.5911549708,0.6894204990719736
1,big,1400000,cacherate-40,564430.406505848,0.6901938544029697
1,big,1500000,cacherate-40,630518.6186403509,0.6863786347700557
1,big,1600000,cacherate-40,724332.600511696,0.6814291606516807
1,big,1700000,cacherate-40,825116.9479532165,0.66712724273046
1,big,1800000,cacherate-40,941071.81125731,0.6748607960404207
1,big,1900000,cacherate-40,1105537.0244152048,0.6666322953186224
1,big,2000000,cacherate-40,1337017.5490497076,0.6634151371416788
1,big,200000,cacherate-60,88646.91783625731,1.8562215477996968
1,big,300000,cacherate-60,120463.66937134502,1.3292867981790593
1,big,400000,cacherate-60,149561.11381578946,1.092311583206879
1,big,500000,cacherate-60,175088.5937134503,0.97097875569044
1,big,600000,cacherate-60,199517.55124269004,0.8952959028831564
1,big,700000,cacherate-60,222213.59729532167,0.8463581183611533
1,big,800000,cacherate-60,251055.11403508775,0.8175897824987355
1,big,900000,cacherate-60,291547.658625731,0.7936267071320183
1,big,1000000,cacherate-60,336922.7243421053,0.7778831562974203
1,big,1100000,cacherate-60,384740.7632309942,0.7644790085988873
1,big,1200000,cacherate-60,436896.51147660817,0.7542362164896307
1,big,1300000,cacherate-60,494674.88260233926,0.7484193222053618
1,big,1400000,cacherate-60,553417.1217105263,0.7505058168942843
1,big,1500000,cacherate-60,620123.6182748538,0.7444992412746586
1,big,1600000,cacherate-60,713098.1589181286,0.7374810318664643
1,big,1700000,cacherate-60,815906.6301900585,0.716236722306525
1,big,1800000,cacherate-60,933705.0550438596,0.7276934749620637
1,big,1900000,cacherate-60,1087620.0551169591,0.7195751138088013
1,big,2000000,cacherate-60,1324394.2396198828,0.7154779969650986
1,big,200000,cacherate-80,86128.78157894737,1.8632332878581173
1,big,300000,cacherate-80,116860.50036549708,1.330150068212824
1,big,400000,cacherate-80,146135.83413742692,1.095225102319236
1,big,500000,cacherate-80,171763.8782163743,0.9716234652114596
1,big,600000,cacherate-80,196193.9846491228,0.8922919508867667
1,big,700000,cacherate-80,218710.07463450293,0.8499317871759892
