,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,45.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,5.320565050242222,100000.0,599999.0,599999.0,599999.0,599999.0,27.944999771,1828934.0,1810367.439
std,0.2552147223445955,0.0,0.0,0.0,0.0,0.0,0.5965603012616175,14590.494389379906,9263.82481507954
min,5.1302139906,100000.0,599999.0,599999.0,599999.0,599999.0,26.205548,1810000.0,1793501.0
25%,5.132279937,100000.0,599999.0,599999.0,599999.0,599999.0,27.538363250000003,1823000.0,1804031.0
50%,5.1344518981,100000.0,599999.0,599999.0,599999.0,599999.0,27.946368,1823000.0,1808837.0
75%,5.652368349,100000.0,599999.0,599999.0,599999.0,599999.0,28.350486,1836000.0,1816235.75
max,5.689136343,100000.0,599999.0,599999.0,599999.0,599999.0,29.749359,1911000.0,1894399.0
