UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
100000,,,,,,,
,299999,299999,299999,299999,30.184564,2010000,1967515
,299999,299999,299999,299999,29.049923,2023000,1995649
,299999,299999,299999,299999,28.910035,2023000,2000754
,299999,299999,299999,299999,29.578386,2023000,2010465
,299999,299999,299999,299999,29.251982,2023000,2004891
,299999,299999,299999,299999,28.987751,2010000,2004049
,299999,299999,299999,299999,30.060220,2023000,1991472
,299999,299999,299999,299999,28.754605,2011000,2004097
,299999,299999,299999,299999,28.770148,2010000,1998931
,299999,299999,299999,299999,29.687187,2048000,2014549
,299999,299999,299999,299999,28.894492,2010000,1990594
,299999,299999,299999,299999,29.236439,2023000,2000605
,299999,299999,299999,299999,29.127638,1998000,1989346
,299999,299999,299999,299999,28.723519,2023000,2002177
,299999,299999,299999,299999,29.516214,2023000,2016569
,299999,299999,299999,299999,29.267525,2011000,1994890
,299999,299999,299999,299999,28.770148,2010000,2005965
,299999,299999,299999,299999,28.117341,2023000,1994766
,299999,299999,299999,299999,29.220896,2023000,2010211
,299999,299999,299999,299999,28.645804,2011000,2006228
,299999,299999,299999,299999,29.329697,2036000,2003279
,299999,299999,299999,299999,28.552546,1998000,1990263
,299999,299999,299999,299999,29.298611,2023000,2002183
,299999,299999,299999,299999,28.568089,2010000,1998379
,299999,299999,299999,299999,29.656101,2023000,2013311
,299999,299999,299999,299999,28.505917,1998000,1990667
,299999,299999,299999,299999,28.101798,2036000,1997653
,299999,299999,299999,299999,29.267525,2010000,2013573
,299999,299999,299999,299999,28.661347,2023000,1999848
,299999,299999,299999,299999,28.878949,2023000,2014962
,299999,299999,299999,299999,28.770148,2023000,1996906
,299999,299999,299999,299999,28.863406,2011000,1999100
,299999,299999,299999,299999,29.904789,2010000,1996704
,299999,299999,299999,299999,30.231193,2036000,2010674
,299999,299999,299999,299999,29.158724,2010000,1988701
,299999,299999,299999,299999,28.132884,2023000,1999775
,299999,299999,299999,299999,30.029134,1998000,1989216
,299999,299999,299999,299999,28.692433,2023000,2002355
,299999,299999,299999,299999,29.485128,2035000,2022411
,299999,299999,299999,299999,29.951418,2023000,1991511
,299999,299999,299999,299999,28.847863,2023000,2004787
,299999,299999,299999,299999,29.158724,2011000,1993206
,299999,299999,299999,299999,29.158724,2023000,2011923
,299999,299999,299999,299999,29.469584,2023000,2008667
,299999,299999,299999,299999,29.982504,2023000,1998325
,299999,299999,299999,299999,30.262279,2010000,1992658
,299999,299999,299999,299999,28.801234,2036000,2001236
,299999,299999,299999,299999,29.018837,2010000,1998092
,299999,299999,299999,299999,28.832320,2023000,2006750
,299999,299999,299999,299999,29.018837,2010000,2002505
,299999,299999,299999,299999,28.972208,2023000,1996500
,299999,299999,299999,299999,29.127638,2010000,2004527
,299999,299999,299999,299999,28.552546,1861000,1831114
,299999,299999,299999,299999,29.671644,1836000,1802319
,299999,299999,299999,299999,29.562843,1935000,1906980
,299999,299999,299999,299999,28.070712,1935000,1910224
,299999,299999,299999,299999,28.614718,1936000,1906644
,299999,299999,299999,299999,29.842617,1948000,1918765
,299999,299999,299999,299999,30.184564,1923000,1915119
,299999,299999,299999,299999,29.795988,1885000,1867621
,299999,299999,299999,299999,29.251982,1960000,1931981
,299999,299999,299999,299999,29.438498,2010000,1981866
,299999,299999,299999,299999,30.106849,1998000,1994782
,299999,299999,299999,299999,29.143181,1998000,1979391
,299999,299999,299999,299999,29.360783,1998000,1983920
,299999,299999,299999,299999,29.920332,1998000,1978446
,299999,299999,299999,299999,28.832320,2010000,1985980
,299999,299999,299999,299999,29.205353,1998000,1983983
,299999,299999,299999,299999,29.609472,2023000,2003397
,299999,299999,299999,299999,29.220896,2023000,1995792
,299999,299999,299999,299999,28.785691,2011000,1999059
,299999,299999,299999,299999,30.200107,2010000,1995211
,299999,299999,299999,299999,28.894492,2023000,2009425
,299999,299999,299999,299999,29.547300,2023000,2006551
,299999,299999,299999,299999,29.454041,2023000,1994279
,299999,299999,299999,299999,28.816777,2023000,2003620
,299999,299999,299999,299999,28.956664,2023000,2001998
,299999,299999,299999,299999,28.614718,2023000,2015262
,299999,299999,299999,299999,30.324451,2010000,1995791
,299999,299999,299999,299999,29.764902,2023000,2000000
,299999,299999,299999,299999,28.878949,2010000,1988239
,299999,299999,299999,299999,29.158724,2023000,2004289
,299999,299999,299999,299999,28.816777,1998000,2004266
,299999,299999,299999,299999,29.811531,2023000,2001009
,299999,299999,299999,299999,30.029134,2023000,2008873
,299999,299999,299999,299999,29.516214,2036000,2003341
,299999,299999,299999,299999,29.764902,2010000,2016145
,299999,299999,299999,299999,29.112095,2023000,2010869
,299999,299999,299999,299999,27.853109,2023000,1999284
,299999,299999,299999,299999,29.640558,2010000,1997010
,299999,299999,299999,299999,28.816777,2023000,2007762
,299999,299999,299999,299999,29.764902,2023000,2002553
,299999,299999,299999,299999,28.801234,2023000,1995089
,299999,299999,299999,299999,28.661347,2010000,1990425
,299999,299999,299999,299999,29.764902,2023000,2000450
,299999,299999,299999,299999,29.298611,2010000,2008050
,299999,299999,299999,299999,29.531757,2036000,2008277
,299999,299999,299999,299999,29.407412,1998000,2003637
,299999,299999,299999,299999,29.049923,2023000,1997619
,299999,299999,299999,299999,28.941121,2023000,2004134
,299999,299999,299999,299999,29.003294,2010000,1999694
,299999,299999,299999,299999,29.034380,2023000,2014407
,299999,299999,299999,299999,28.101798,2023000,1992440
,299999,299999,299999,299999,29.485128,2011000,1995436
,299999,299999,299999,299999,30.122392,1998000,1984327
,299999,299999,299999,299999,28.832320,2023000,2005346
,299999,299999,299999,299999,28.785691,2010000,2018263
,299999,299999,299999,299999,29.531757,2023000,1997020
,299999,299999,299999,299999,29.034380,2010000,2010813
,299999,299999,299999,299999,29.438498,2023000,1994458
,299999,299999,299999,299999,28.770148,2023000,2011763
,299999,299999,299999,299999,28.599175,2023000,2007643
,299999,299999,299999,299999,28.956664,2023000,1999706
,299999,299999,299999,299999,29.438498,1998000,1991369
,299999,299999,299999,299999,28.739062,2036000,2004880
,299999,299999,299999,299999,29.733816,2023000,1999193
,299999,299999,299999,299999,30.044677,2023000,2012152
,299999,299999,299999,299999,28.739062,1998000,1991371
,299999,299999,299999,299999,28.521460,2011000,1997106
,299999,299999,299999,299999,28.987751,2023000,2012421
,299999,299999,299999,299999,28.583632,2036000,2007164
,299999,299999,299999,299999,29.283068,2023000,2016691
,299999,299999,299999,299999,29.920332,2023000,1999294
,299999,299999,299999,299999,29.267525,2023000,2002290
,299999,299999,299999,299999,28.941121,2010000,2000438
,299999,299999,299999,299999,29.858160,2023000,2009824
,299999,299999,299999,299999,29.749359,1998000,1989656
,299999,299999,299999,299999,30.542054,2023000,2003502
