howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min,time
0,little,hash,1500000,108896.0,108896.0,108896.0,119301.0,109331.9846491228,107502.0,2.0,2.0,2.0,2.0,2.0,2.0,,1312500.0,1312500.0,1312500.0,1312500.0,1312264.254385965,1311250.0,
1,little,hash,1500000,292130.0,292992.0,293440.0,294750.0,291108.5,107584.0,5.1025,5.11,5.11,5.13,5.109999999999999,5.1,0.1357959075205952,1308750.0,1310000.0,1310000.0,1312500.0,1309608.004385965,1305000.0,
2,little,hash,1500000,457982.25,459596.0,462178.0,463469.0,457471.4210526316,108896.0,5.13,5.13,5.13,5.14,5.13,5.12,0.1363273983523784,1291250.0,1291250.0,1291250.0,1312500.0,1291376.096491228,1291250.0,
3,little,hash,1500000,625650.0,628230.0,629520.0,639840.0,624788.177631579,162192.0,5.1425,5.15,5.16,5.19,5.155000000000001,5.14,0.1369917618921073,1290000.0,1290000.0,1290000.0,1308750.0,1290104.1666666667,1288750.0,
4,little,hash,1500000,781209.0,785070.0,788256.0,794696.0,782265.572368421,322648.0,5.17,5.18,5.1825,5.22,5.177916666666667,5.16,0.1376007618035255,1287500.0,1288750.0,1288750.0,1301250.0,1288399.1228070175,1287500.0,
