[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   9498       tick          5709        408997       9253175 
      2   9498       tick          1678        579956      13332975 
      3   9498       tick          1544        577709      13253478 
      4   9498       tick          1393        576809      13255462 
      5   9498       tick          1432        582154      13284635 
      6   9498       tick          1893        577928      13254087 
      7   9498       tick          1616        576779      13249181 
      8   9498       tick          1699        578128      13219747 
      9   9498       tick          1533        581487      13246840 
     10   9498       tick          1550        576169      13244452 
     11   9498       tick          1557        574962      13239759 
     12   9498       tick          1932        575865      13253408 
     13   9498       tick          1622        580976      13281461 
     14   9498       tick          1362        578568      13258002 
     15   9498       tick          1528        576038      13277993 
     16   9498       tick          1460        576917      13277599 
     17   9498       tick          1504        580180      13290642 
     18   9498       tick          1580        574444      13242059 
     19   9498       tick          1364        557161      12913846 
     20   9498       tick          1550        576842      13664904 
     21   9498       tick          1419        577638      13269191 
     22   9498       tick          1505        576112      13279506 
     23   9498       tick          1834        579510      13249223 
     24   9498       tick          1593        580976      13258984 
     25   9498       tick          1646        577832      13263658 
     26   9498       tick          1574        575761      13231133 
     27   9498       tick          1261        578845      13294417 
     28   9498       tick          1531        577334      13210180 
     29   9498       tick          1830        579863      13240560 
     30   9498       tick          1943        575216      13237292 
     31   9498       tick          1774        580615      13271377 
     32   9498       tick          1725        577813      13272709 
     33   9498       tick          1592        576258      13246721 
     34   9498       tick          1375        577307      13278900 
     35   9498       tick          1353        580670      13273531 
     36   9498       tick          1590        576288      13252490 
     37   9498       tick          1462        565137      13101639 
     38   9498       tick          1909        582394      13442242 
     39   9498       tick          1484        565639      13279336 
     40   9498       tick          1580        577375      13264236 
     41   9498       tick          1408        577573      13234500 
     42   9498       tick          1535        580383      13275160 
     43   9498       tick          1819        577279      13247910 
     44   9498       tick          1602        577059      13236845 
     45   9498       tick          1477        576648      13228571 
     46   9498       tick          1724        580551      13245275 
     47   9498       tick          1256        577251      13260657 
     48   9498       tick          1602        575572      13224535 
     49   9498       tick          2051        578449      13273205 
     50   9498       tick          1614        577360      13262710 
     51   9498       tick          1631        576284      13244277 
     52   9498       tick          1639        574598      13246261 
     53   9498       tick          1833        578339      13253671 
     54   9498       tick          1422        577663      13216725 
     55   9498       tick          1688        573289      13250551 
     56   9498       tick          1956        574166      13253130 
     57   9498       tick          1719        580078      13272614 
     58   9498       tick          2003        557890      13252014 
     59   9498       tick          1732        577600      13234060 
     60   9498       tick          2082        583219      13247156 
     61   9498       exit          2488        515129      11874168 
