,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,20.0,5.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0
mean,3.6705000000000005,100000.0,800000.0,800000.0,800000.0,800000.0,46803.03261977574,0.0,0.0,0.0,4214188.5830784915,839974.5158002039,5018128.440366972,46805.01834862385
std,0.012343760409722473,0.0,0.0,0.0,0.0,0.0,1145.238130017102,0.0,0.0,0.0,10129.977342001732,1931.0467963249978,2663.0151152102444,1146.1797334169007
min,3.65,100000.0,800000.0,800000.0,800000.0,800000.0,42842.0,0.0,0.0,0.0,4187000.0,835000.0,5010000.0,42842.0
25%,3.66,100000.0,800000.0,800000.0,800000.0,800000.0,46251.0,0.0,0.0,0.0,4210000.0,839000.0,5019000.0,46251.0
50%,3.67,100000.0,800000.0,800000.0,800000.0,800000.0,46738.0,0.0,0.0,0.0,4213000.0,840000.0,5019000.0,46738.0
75%,3.68,100000.0,800000.0,800000.0,800000.0,800000.0,47712.0,0.0,0.0,0.0,4221000.0,841000.0,5019000.0,47712.0
max,3.7,100000.0,800000.0,800000.0,800000.0,800000.0,49660.0,0.0,0.0,0.0,4236000.0,844000.0,5019000.0,49660.0
