,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,30.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,5.3088756346866655,100000.0,599999.0,599999.0,599999.0,599999.0,31.071371412000005,1767174.0,1747753.89
std,0.2532303213284615,0.0,0.0,0.0,0.0,0.0,0.6166199857016792,12779.790571329682,8716.847345086268
min,5.1248528659,100000.0,599999.0,599999.0,599999.0,599999.0,29.220896,1748000.0,1728399.0
25%,5.13215475175,100000.0,599999.0,599999.0,599999.0,599999.0,30.666398,1760000.0,1741780.5
50%,5.13490344615,100000.0,599999.0,599999.0,599999.0,599999.0,31.054974,1761000.0,1745741.0
75%,5.6477006225,100000.0,599999.0,599999.0,599999.0,599999.0,31.494063750000002,1773000.0,1753371.0
max,5.687515921,100000.0,599999.0,599999.0,599999.0,599999.0,33.184369,1836000.0,1815212.0
