,Command_4,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,1.0,10.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,1.0,2.022,200000.0,200000.0,200000.0,200000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1.0,-1.0,-1.0,-1.0,64557.01754385965,50809.21052631579,54508.771929824565,67302.63157894737,255.0,46962.71929824561,3401704.5921052634,1329616.2280701755,4521918.76754386,51517.666666666664,1022502.7412280702,52016.77850877193,16395.75657894737,918514.254385965,14602.458333333334,36550.46929824561,1215019.1885964912,43935.146929824565
std,,0.7105052975015582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3796.0411836311005,3400.194343440339,3748.102791077782,4159.521538975172,0.0,3350.6982142877555,200315.84261671428,1110.3557615018908,267851.76624554064,671.6068141558071,131.0068655604852,684.9430017665559,1773.5028293382866,489.5217367491987,1669.0934245267804,2050.224872989439,153.84878961979646,2469.8060880219145
min,1.0,0.0,200000.0,200000.0,200000.0,200000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1.0,-1.0,-1.0,-1.0,50000.0,38000.0,40000.0,51000.0,255.0,35000.0,588552.0,1315000.0,773220.0,49552.0,1021250.0,50029.0,12993.0,917500.0,11016.0,33488.0,1215000.0,40095.0
25%,1.0,2.24,200000.0,200000.0,200000.0,200000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1.0,-1.0,-1.0,-1.0,63000.0,49750.0,53000.0,66000.0,255.0,46000.0,3389380.0,1330000.0,4506040.0,51224.0,1022500.0,52122.0,15738.0,918750.0,13770.0,35217.0,1215000.0,42525.0
50%,1.0,2.25,200000.0,200000.0,200000.0,200000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1.0,-1.0,-1.0,-1.0,66000.0,52000.0,56000.0,69000.0,255.0,48000.0,3435138.0,1330000.0,4567220.0,51680.0,1022500.0,52122.0,16470.0,918750.0,14688.0,36036.0,1215000.0,43740.0
75%,1.0,2.25,200000.0,200000.0,200000.0,200000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1.0,-1.0,-1.0,-1.0,67000.0,53000.0,57000.0,70000.0,255.0,49000.0,3455482.5,1330000.0,4595150.0,51984.0,1022500.0,52122.0,16775.0,918750.0,14688.0,37219.0,1215000.0,44955.0
max,1.0,2.26,200000.0,200000.0,200000.0,200000.0,2000000.0,2000000.0,2000000.0,2000000.0,-1.0,-1.0,-1.0,-1.0,69000.0,55000.0,58000.0,72000.0,255.0,51000.0,3506104.0,1330000.0,4662980.0,52440.0,1023750.0,53196.0,26474.0,918750.0,23868.0,46774.0,1216250.0,55890.0
