,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.27593694685,8.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.447435652,2073083.0,2050564.35
std,0.12160827917330423,0.0,0.0,0.0,0.0,0.0,0.0,0.6031007838810499,67658.30146225041,68301.66231626185
min,2.1600756264,8.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.557792,1748000.0,1701634.0
25%,2.16062594245,8.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.03438,2085000.0,2068797.75
50%,2.2719849862999997,8.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.422955,2098000.0,2077478.5
75%,2.3872842582500002,8.0,100000.0,599999.0,599999.0,599999.0,599999.0,29.873703,2111000.0,2084526.5
max,2.401309202,8.0,100000.0,599999.0,599999.0,599999.0,599999.0,31.443549,2135000.0,2110874.0
