,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,10.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,19.92610356395,100000.0,299999.0,299999.0,299999.0,299999.0,31.05859504,1696988.0,1672682.67
std,0.444950151095071,0.0,0.0,0.0,0.0,0.0,0.60533295904552,8802.575835591611,7780.579008197449
min,19.1001959722,100000.0,299999.0,299999.0,299999.0,299999.0,29.236439,1673000.0,1656359.0
25%,20.0043919975,100000.0,299999.0,299999.0,299999.0,299999.0,30.619769,1685000.0,1666186.5
50%,20.0950449141,100000.0,299999.0,299999.0,299999.0,299999.0,31.070517,1698000.0,1672309.5
75%,20.17048450255,100000.0,299999.0,299999.0,299999.0,299999.0,31.474635,1698000.0,1678295.5
max,20.271675219,100000.0,299999.0,299999.0,299999.0,299999.0,32.966766,1723000.0,1710017.0
