[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   9230       tick          5937        459761      12416364 
      2   9230       tick          1686        629606      16962521 
      3   9230       tick          1638        632135      16969151 
      4   9230       tick          1539        628024      16990520 
      5   9230       tick          1522        630158      16981060 
      6   9230       tick          1605        631744      16970093 
      7   9230       tick          1725        628505      16950008 
      8   9230       tick          1820        628498      16949318 
      9   9230       tick          1612        626393      16979621 
     10   9230       tick          2229        625923      16958763 
     11   9230       tick          1905        631142      16951800 
     12   9230       tick          1826        629593      16973992 
     13   9230       tick          1716        629631      16962820 
     14   9230       tick          1712        628436      16974340 
     15   9230       tick          1706        630516      16953502 
     16   9230       tick          1694        629226      16968063 
     17   9230       tick          1898        626156      16975791 
     18   9230       tick          2019        631533      16932900 
     19   9230       tick          1885        627890      16973986 
     20   9230       tick          1609        628721      16978390 
     21   9230       tick          1851        630442      16949291 
     22   9230       tick          1594        631154      16968612 
     23   9230       tick          1974        629473      16951293 
     24   9230       tick          1659        629016      16991393 
     25   9230       tick          1609        627611      16970803 
     26   9230       tick          1754        628474      16969287 
     27   9230       tick          1785        627423      16964010 
     28   9230       tick          1424        629564      16988411 
     29   9230       tick          1627        626049      16980472 
     30   9230       tick          1551        627281      16977248 
     31   9230       tick          1370        629116      16983010 
     32   9230       tick          1526        630924      16976712 
     33   9230       tick          1622        629430      16971861 
     34   9230       tick          1572        630222      16973093 
     35   9230       tick          1566        631123      16952604 
     36   9230       tick          2359        626995      16925562 
     37   9230       tick          1447        628314      16994392 
     38   9230       tick          1643        628520      16969494 
     39   9230       tick          1680        629316      16961977 
     40   9230       tick          1800        628437      16953998 
     41   9230       tick          1675        630603      16968238 
     42   9230       tick          1525        631128      16974265 
     43   9230       tick          1630        626427      16989567 
     44   9230       tick          2160        629815      16867894 
     45   9230       tick          1566        628786      16965925 
     46   9230       tick          1626        626249      16985364 
     47   9230       tick          1693        625342      16969496 
     48   9230       tick          1460        627663      16966931 
     49   9230       tick          1616        630342      16963443 
     50   9230       tick          1666        631667      16972222 
     51   9230       tick          1643        628941      16972905 
     52   9230       tick          1495        628745      16982600 
     53   9230       tick          1540        629845      16953177 
     54   9230       tick          1604        624939      16988451 
     55   9230       tick          1612        629815      16963112 
     56   9230       exit          1870        499949      13464323 
