howmany,island,frequency,task,meas_power,meas_time,pred_power,pred_time,time_error,power_error
1,big,200000,cachekiller,121799.03289473684,3.97,398052.9144736842,3.97,0.0,226.81122748954502
1,big,300000,cachekiller,163001.14254385966,3.0516666666666663,542002.951754386,3.0516666666666663,0.0,232.51481756242663
1,big,400000,cachekiller,200135.43859649124,2.635,668662.8004385966,2.635,0.0,234.10514655864628
1,big,500000,cachekiller,233924.8355263158,2.4366666666666665,785872.730263158,2.4366666666666665,0.0,235.95095984357332
1,big,600000,cachekiller,261563.2083333333,2.3000000000000003,880094.4978070176,2.3000000000000003,0.0,236.47488246337565
1,big,700000,cachekiller,292314.90789473685,2.236666666666667,981799.4671052631,2.236666666666667,0.0,235.87047413223652
1,big,800000,cachekiller,331668.06359649124,2.2016666666666667,1114304.4057017544,2.2016666666666667,0.0,235.96976254470547
1,big,900000,cachekiller,384463.5679824561,2.19,1291695.6140350876,2.19,0.0,235.97347619008477
1,big,1000000,cachekiller,428009.7938596491,2.1766666666666663,1424219.208333333,2.1766666666666663,0.0,232.75388291707083
1,big,1100000,cachekiller,486400.475877193,2.18,1614516.1008771928,2.18,0.0,231.93143941019247
1,big,1200000,cachekiller,553260.6030701754,2.1733333333333333,1841492.3859649124,2.1733333333333333,0.0,232.84357782680183
1,big,1300000,cachekiller,624791.8355263158,2.146666666666667,2069097.006578948,2.146666666666667,0.0,231.1658201864898
1,big,1400000,cachekiller,699245.7478070175,2.145,2313422.182017544,2.145,0.0,230.84537006809475
1,big,1500000,cachekiller,779191.1535087719,2.146666666666667,2570272.962719298,2.146666666666667,0.0,229.86423820972738
1,big,1600000,cachekiller,894152.004385965,2.14,2945221.4122807016,2.14,0.0,229.38710620050045
1,big,1700000,cachekiller,1025009.0416666666,2.148,3377290.9364035083,2.148,0.0,229.48889220645574
1,big,1800000,cachekiller,1168630.6973684211,2.226,3827914.2763157897,2.226,0.0,227.55551304066128
1,big,1900000,cachekiller,1354831.75877193,2.2120000000000006,4441385.692982456,2.2120000000000006,0.0,227.8182449021046
1,big,2000000,cachekiller,1627036.3684210526,2.176,5269232.493421053,2.176,0.0,223.8546227786258
1,big,200000,cacherate-0,74043.89692982456,20.256666666666668,207032.3706140351,20.256666666666668,0.0,179.60761007791228
1,big,300000,cacherate-0,101053.91228070176,13.428333333333336,294214.0307017544,13.428333333333336,0.0,191.14561134902283
1,big,400000,cacherate-0,131261.68859649124,10.04,393167.8004385965,10.04,0.0,199.52974446887185
1,big,500000,cacherate-0,158892.54385964913,8.01,485743.5635964912,8.01,0.0,205.7057000897108
1,big,600000,cacherate-0,185115.8201754386,6.670000000000001,574304.9451754387,6.670000000000001,0.0,210.24087764684637
1,big,700000,cacherate-0,212237.49561403508,5.71,661489.8179824562,5.71,0.0,211.67434202362142
1,big,800000,cacherate-0,247426.67763157896,4.990000000000001,777338.8618421054,4.990000000000001,0.0,214.16938112048348
1,big,900000,cacherate-0,292517.3903508772,4.4383333333333335,923910.903508772,4.4383333333333335,0.0,215.84819705950912
1,big,1000000,cacherate-0,343072.9890350877,3.9900000000000007,1084471.9890350876,3.9900000000000007,0.0,216.1053256000208
1,big,1100000,cacherate-0,385871.7368421053,3.621666666666668,1212401.1447368425,3.621666666666668,0.0,214.19796501782778
1,big,1200000,cacherate-0,443115.6885964912,3.32,1400912.7280701753,3.32,0.0,216.15055935107517
1,big,1300000,cacherate-0,504601.6600877193,3.07,1588336.3048245616,3.07,0.0,214.77032884680702
1,big,1400000,cacherate-0,571669.7236842106,2.85,1803118.085526316,2.85,0.0,215.41255568090142
1,big,1500000,cacherate-0,643538.5986842106,2.6566666666666667,2027662.7434210528,2.6566666666666667,0.0,215.08020615497577
1,big,1600000,cacherate-0,743156.9912280702,2.49,2341241.359649123,2.49,0.0,215.03994274214006
1,big,1700000,cacherate-0,861833.0,2.34,2724586.769736842,2.34,0.0,216.13859874672258
1,big,1800000,cacherate-0,980363.4912280702,2.21,3074845.4517543856,2.21,0.0,213.64340668200774
1,big,1900000,cacherate-0,1155009.346491228,2.096,3642096.0438596494,2.096,0.0,215.33043909331778
1,big,2000000,cacherate-0,1386344.8289473683,1.99,4306466.335526316,1.99,0.0,210.63457269834913
1,big,200000,cacherate-100,121458.1096491228,3.605,396689.221491228,3.605,0.0,226.605792430998
1,big,300000,cacherate-100,161545.11842105264,2.785,536178.8552631579,2.785,0.0,231.9065661059819
1,big,400000,cacherate-100,200029.55701754385,2.411666666666666,668239.274122807,2.411666666666666,0.0,234.07026645777066
1,big,500000,cacherate-100,233359.5548245614,2.2233333333333336,783611.6074561402,2.2233333333333336,0.0,235.79581005168427
1,big,600000,cacherate-100,262658.86622807017,2.1,884477.129385965,2.1,0.0,236.73987179171095
1,big,700000,cacherate-100,292700.4495614035,2.0383333333333327,983341.63377193,2.0383333333333327,0.0,235.95494480634272
1,big,800000,cacherate-100,333242.3114035088,2.01,1120601.396929825,2.01,0.0,236.2722435246036
1,big,900000,cacherate-100,379128.5460526316,1.9983333333333333,1270355.5263157897,1.9983333333333333,0.0,235.0725076078644
1,big,1000000,cacherate-100,427210.5745614035,1.9783333333333333,1421022.3311403508,1.9783333333333333,0.0,232.62807986418545
1,big,1100000,cacherate-100,487748.2587719298,1.99,1619907.2324561402,1.99,0.0,232.11953160730928
1,big,1200000,cacherate-100,552992.572368421,1.9833333333333327,1840420.2631578944,1.9833333333333327,0.0,232.81102769166102
1,big,1300000,cacherate-100,624576.9342105263,1.9583333333333333,2068237.4013157892,1.9583333333333333,0.0,231.14213606528224
1,big,1400000,cacherate-100,702831.6995614035,1.9416666666666664,2327765.989035088,1.9416666666666664,0.0,231.19820726465693
1,big,1500000,cacherate-100,782601.0570175438,1.956666666666667,2583912.5767543856,1.956666666666667,0.0,230.16982964494784
1,big,1600000,cacherate-100,901634.221491228,1.9466666666666663,2975150.2807017546,1.9466666666666663,0.0,229.9730877318636
1,big,1700000,cacherate-100,1029769.1469298246,1.958,3396331.3574561407,1.958,0.0,229.81482962293387
1,big,1800000,cacherate-100,1165875.1513157894,2.022,3816892.092105264,2.022,0.0,227.38429048749995
1,big,1900000,cacherate-100,1371315.9166666667,2.02,4507322.324561403,2.02,0.0,228.68591910736367
1,big,2000000,cacherate-100,1642348.4429824562,1.99,5330480.791666667,1.99,0.0,224.56454745904418
1,big,200000,cacherate-20,107186.97807017544,14.645,339604.6951754386,14.645,0.0,216.8339114412751
1,big,300000,cacherate-20,153307.90570175438,9.691666666666665,503230.004385965,9.691666666666665,0.0,228.2479152542531
1,big,400000,cacherate-20,199748.8333333333,7.25,667116.3793859648,7.25,0.0,233.97760990809203
1,big,500000,cacherate-20,244003.94078947368,5.79,826189.1513157894,5.79,0.0,238.59664259628678
1,big,600000,cacherate-20,289462.05263157893,4.82,991689.875,4.82,0.0,242.59754119210976
1,big,700000,cacherate-20,333969.69736842107,4.13,1148418.625,4.13,0.0,243.86910969743272
1,big,800000,cacherate-20,392457.8377192983,3.61,1357463.5021929827,3.61,0.0,245.88772900591053
1,big,900000,cacherate-20,458770.64692982455,3.2100000000000004,1588923.929824561,3.2100000000000004,0.0,246.34385186975783
1,big,1000000,cacherate-20,532932.1513157894,2.89,1843908.6381578944,2.89,0.0,245.9931313217552
1,big,1100000,cacherate-20,623974.0701754387,2.6299999999999994,2164810.478070176,2.6299999999999994,0.0,246.93917288285886
1,big,1200000,cacherate-20,710125.3114035088,2.425,2468951.2192982454,2.425,0.0,247.67824490279762
1,big,1300000,cacherate-20,800676.697368421,2.396666666666667,2772636.453947368,2.396666666666667,0.0,246.28664266865448
1,big,1400000,cacherate-20,900812.5614035088,2.2983333333333333,3119689.4364035088,2.2983333333333333,0.0,246.31948643598892
1,big,1500000,cacherate-20,999578.0833333334,2.2566666666666664,3451820.6820175443,2.2566666666666664,0.0,245.32776774242774
1,big,1600000,cacherate-20,1136964.6710526317,2.2,3916472.078947368,2.2,0.0,244.4673505396958
1,big,1700000,cacherate-20,1279890.7236842106,2.156,4396817.6644736845,2.156,0.0,243.53070798241978
1,big,1800000,cacherate-20,1424283.589912281,2.144,4850525.846491229,2.144,0.0,240.55899266451314
1,big,1900000,cacherate-20,1668249.6666666667,2.108,5695057.324561403,2.108,0.0,241.37919751188738
1,big,2000000,cacherate-20,1984078.822368421,2.04,6697402.309210526,2.04,0.0,237.55727008948915
1,big,200000,cacherate-40,125462.78728070176,6.348333333333334,412707.9320175438,6.348333333333334,0.0,228.94848023277189
1,big,300000,cacherate-40,180344.2105263158,4.2,611375.2236842106,4.2,0.0,239.00463003496242
1,big,400000,cacherate-40,234955.38596491228,3.15,807942.5899122807,3.15,0.0,243.8706402044076
1,big,500000,cacherate-40,285713.0285087719,2.54,993025.5021929824,2.54,0.0,247.56045510976574
1,big,600000,cacherate-40,325805.4539473684,2.33,1137063.4802631575,2.33,0.0,249.00075075073548
1,big,700000,cacherate-40,346675.9495614035,2.216666666666667,1199243.6337719297,2.216666666666667,0.0,245.9264005158566
1,big,800000,cacherate-40,382770.3706140351,2.1166666666666667,1318713.63377193,2.1166666666666667,0.0,244.51821118141072
1,big,900000,cacherate-40,423889.01754385966,2.0683333333333334,1449397.412280702,2.0683333333333334,0.0,241.92851248634514
1,big,1000000,cacherate-40,483939.6820175439,2.033333333333333,1647938.7609649124,2.033333333333333,0.0,240.52565272073946
1,big,1100000,cacherate-40,546664.9429824562,2.0266666666666664,1855573.9692982456,2.0266666666666664,0.0,239.43533294356422
1,big,1200000,cacherate-40,612015.8442982456,2.01,2076513.3508771928,2.01,0.0,239.29078311006484
1,big,1300000,cacherate-40,690504.3004385965,1.95,2331946.8662280706,1.95,0.0,237.71648702938677
1,big,1400000,cacherate-40,767926.4429824562,1.9583333333333333,2588144.9627192984,1.9583333333333333,0.0,237.0303218974355
1,big,1500000,cacherate-40,855576.1052631579,1.9433333333333327,2875812.7697368423,1.9433333333333327,0.0,236.12588664480066
1,big,1600000,cacherate-40,980978.0460526316,1.9316666666666664,3292525.578947368,1.9316666666666664,0.0,235.63703002286323
1,big,1700000,cacherate-40,1108103.6074561405,1.928,3709669.199561404,1.928,0.0,234.77638504197685
1,big,1800000,cacherate-40,1241325.6228070175,2.096,4118693.978070175,2.096,0.0,231.79803126568405
1,big,1900000,cacherate-40,1447003.9736842106,2.08,4810074.552631579,2.08,0.0,232.41612601689474
1,big,2000000,cacherate-40,1732279.0526315789,2.048,5690203.230263157,2.048,0.0,228.48075035133206
1,big,200000,cacherate-60,138989.41885964913,3.851666666666667,466814.4583333335,3.851666666666667,0.0,235.86330683540783
1,big,300000,cacherate-60,194086.3201754386,2.671666666666667,666343.6622807018,2.671666666666667,0.0,243.3233530721692
1,big,400000,cacherate-60,215173.68859649124,2.345,728815.8004385966,2.345,0.0,238.71046464483072
1,big,500000,cacherate-60,249539.26096491228,2.3799999999999994,848330.4320175438,2.3799999999999994,0.0,239.95870178393596
1,big,600000,cacherate-60,280190.35745614034,2.181666666666666,954603.0942982456,2.181666666666666,0.0,240.6980536250876
1,big,700000,cacherate-60,312246.76754385966,2.0816666666666666,1061526.9057017544,2.0816666666666666,0.0,239.96409764358805
1,big,800000,cacherate-60,351679.8881578947,2.016666666666666,1194351.7039473683,2.016666666666666,0.0,239.61330862660444
1,big,900000,cacherate-60,394375.3728070175,1.985,1331342.8333333335,1.985,0.0,237.58264971195575
1,big,1000000,cacherate-60,449160.9254385965,1.9666666666666668,1508823.734649123,1.9666666666666668,0.0,235.9205240695831
1,big,1100000,cacherate-60,509595.61842105264,1.9583333333333333,1707296.6710526317,1.9583333333333333,0.0,235.02969989078287
1,big,1200000,cacherate-60,579371.5087719298,1.9566666666666663,1945936.00877193,1.9566666666666663,0.0,235.8701591827757
1,big,1300000,cacherate-60,650514.7565789474,1.9,2171988.690789474,1.9,0.0,233.88768952943474
1,big,1400000,cacherate-60,717469.3728070175,1.8983333333333328,2386316.682017544,1.8983333333333328,0.0,232.60188831215896
1,big,1500000,cacherate-60,799968.3815789474,1.8966666666666665,2653381.875,1.8966666666666665,0.0,231.68584360332528
1,big,1600000,cacherate-60,913431.4144736842,1.8866666666666667,3022339.0526315784,1.8866666666666667,0.0,230.87750265005275
1,big,1700000,cacherate-60,1045521.0438596492,1.896,3459338.945175439,1.896,0.0,230.87224456094452
1,big,1800000,cacherate-60,1195584.1973684211,2.044,3935728.276315789,2.044,0.0,229.18871669420272
1,big,1900000,cacherate-60,1382260.0833333333,2.04,4551098.991228068,2.04,0.0,229.25055466067215
1,big,2000000,cacherate-60,1692924.480263158,2.004,5532784.940789474,2.004,0.0,226.8181779691334
1,big,200000,cacherate-80,125445.34868421052,3.411666666666666,412638.1776315789,3.411666666666666,0.0,228.93860311260514
1,big,300000,cacherate-80,166234.25438596492,2.885,554935.3991228071,2.885,0.0,233.8273457372694
1,big,400000,cacherate-80,204108.2697368421,2.486666666666667,684554.125,2.486666666666667,0.0,235.3877458677198
1,big,500000,cacherate-80,238534.13596491228,2.273333333333333,804309.9320175438,2.273333333333333,0.0,237.18860772860438
1,big,600000,cacherate-80,269960.7302631579,2.1216666666666666,913684.585526316,2.1216666666666666,0.0,238.4509238197924
1,big,700000,cacherate-80,297933.3289473684,2.055,1004273.1513157896,2.055,0.0,237.07982751174507
1,big,800000,cacherate-80,338961.3355263158,2.015,1143477.4934210526,2.015,0.0,237.34747110479125
1,big,900000,cacherate-80,383900.9057017544,2.0016666666666665,1289444.964912281,2.0016666666666665,0.0,235.8796360626529
1,big,1000000,cacherate-80,431540.451754386,1.9833333333333327,1438341.839912281,1.9833333333333327,0.0,233.30405853375763
1,big,1100000,cacherate-80,489109.1535087719,1.9883333333333333,1625350.8114035088,1.9883333333333333,0.0,232.30840186562958
1,big,1200000,cacherate-80,558009.0263157894,1.9866666666666664,1860486.078947368,1.9866666666666664,0.0,233.4150508695317
1,big,1300000,cacherate-80,630703.120614035,1.9483333333333333,2092742.1469298247,1.9483333333333333,0.0,231.81097072936456
1,big,1400000,cacherate-80,703895.6425438597,1.945,2332021.7609649124,1.945,0.0,231.3022016356074
1,big,1500000,cacherate-80,787076.625,1.9433333333333327,2601814.8486842103,1.9433333333333327,0.0,230.5669061997884
1,big,1600000,cacherate-80,900871.9627192982,1.9383333333333328,2972101.245614035,1.9383333333333328,0.0,229.91383555135783
1,big,1700000,cacherate-80,1034644.2083333334,1.946,3415831.603070176,1.946,0.0,230.14552979256524
1,big,1800000,cacherate-80,1169848.480263158,2.024,3832785.407894737,2.024,0.0,227.63092593260885
1,big,1900000,cacherate-80,1368741.4495614036,2.024,4497024.456140351,2.024,0.0,228.5517843842142
1,big,2000000,cacherate-80,1638711.304824561,1.99,5315932.239035086,1.99,0.0,224.39711762433987
1,big,200000,decrypt,104191.14912280702,21.40833333333333,327621.37938596494,21.40833333333333,0.0,214.44262026499712
1,big,300000,decrypt,148285.54824561405,14.146666666666668,483140.5745614035,14.146666666666668,0.0,225.8177079813263
