island,frequency,task,power,time
little,500000,cachekiller,18371.49342105263,3.911666666666667
little,600000,cachekiller,22492.695175438595,3.806666666666666
little,700000,cachekiller,26349.173245614034,3.61
little,800000,cachekiller,29610.820175438603,3.321666666666667
little,900000,cachekiller,34976.14692982456,3.308333333333333
little,1000000,cachekiller,41376.133771929824,3.208333333333333
little,1100000,cachekiller,47538.743421052626,3.1833333333333336
little,1200000,cachekiller,54242.89692982454,3.0849999999999995
little,1300000,cachekiller,63060.120614035084,3.0116666666666667
little,1400000,cachekiller,71921.19736842104,3.09
little,1500000,cachekiller,80880.77192982456,3.035
little,200000,cacherate-0,12218.8048245614,24.83333333333333
little,300000,cacherate-0,19135.655701754386,16.44333333333333
little,400000,cacherate-0,25212.614035087718,12.281666666666666
little,500000,cacherate-0,32302.642543859653,9.803333333333336
little,600000,cacherate-0,42244.833333333336,8.161666666666667
little,700000,cacherate-0,52930.41666666666,6.983333333333334
little,800000,cacherate-0,64864.82675438596,6.111666666666667
little,900000,cacherate-0,79965.17105263157,5.423333333333333
little,1000000,cacherate-0,94427.8201754386,4.881666666666666
little,1100000,cacherate-0,113078.61842105263,4.431666666666667
little,1200000,cacherate-0,132855.35087719298,4.06
little,1300000,cacherate-0,157577.60526315792,3.75
little,1400000,cacherate-0,185536.149122807,3.48
little,1500000,cacherate-0,203136.4846491228,3.25
little,200000,cacherate-100,10399.390350877191,5.723333333333333
little,300000,cacherate-100,13184.787280701756,4.548333333333333
little,400000,cacherate-100,15501.49561403509,3.9616666666666673
little,500000,cacherate-100,17831.179824561408,3.555
little,600000,cacherate-100,22399.33991228071,3.436666666666667
little,700000,cacherate-100,26139.519736842103,3.285
little,800000,cacherate-100,29353.274122807023,3.2
little,900000,cacherate-100,35907.144736842114,3.0116666666666667
little,1000000,cacherate-100,39548.366228070176,2.9483333333333337
little,1100000,cacherate-100,46683.76096491229,2.8200000000000003
little,1200000,cacherate-100,52782.74342105262,2.845
little,1300000,cacherate-100,61894.89254385966,2.8016666666666663
little,1400000,cacherate-100,70210.00219298244,2.8233333333333337
little,1500000,cacherate-100,76496.30263157892,2.785
little,200000,cacherate-20,15984.831140350874,17.930000000000003
little,300000,cacherate-20,22904.175438596492,11.993333333333334
little,400000,cacherate-20,27996.72149122807,9.343333333333334
little,500000,cacherate-20,31224.407894736843,7.385000000000001
little,600000,cacherate-20,38204.804824561405,6.359999999999999
little,700000,cacherate-20,42985.837719298244,5.843333333333333
little,800000,cacherate-20,48674.95394736842,5.153333333333333
little,900000,cacherate-20,55782.74342105262,4.930000000000001
little,1000000,cacherate-20,63565.29605263158,4.826666666666667
little,1100000,cacherate-20,73252.35307017545,4.766666666666667
little,1200000,cacherate-20,83178.65350877194,4.54
little,1300000,cacherate-20,92399.21052631579,4.403333333333333
little,1400000,cacherate-20,106175.18201754388,4.351666666666667
little,1500000,cacherate-20,118668.51315789479,4.281666666666666
little,200000,cacherate-40,14157.225877192981,8.081666666666667
little,300000,cacherate-40,18427.822368421053,5.919999999999999
little,400000,cacherate-40,21600.695175438595,5.238333333333333
little,500000,cacherate-40,23891.50657894737,4.6883333333333335
little,600000,cacherate-40,28518.18640350877,4.618333333333333
little,700000,cacherate-40,32507.80263157895,4.3500000000000005
little,800000,cacherate-40,36519.289473684206,4.213333333333333
little,900000,cacherate-40,43780.94078947369,4.043333333333333
little,1000000,cacherate-40,49121.79166666668,3.9416666666666655
little,1100000,cacherate-40,56213.82236842105,3.936666666666667
little,1200000,cacherate-40,64825.166666666664,3.765
little,1300000,cacherate-40,72125.90350877194,3.805
little,1400000,cacherate-40,84052.81578947368,3.8083333333333336
little,1500000,cacherate-40,92013.71271929824,3.758333333333333
little,200000,cacherate-60,11716.565789473683,6.59
little,300000,cacherate-60,15679.177631578947,5.156666666666667
little,400000,cacherate-60,18270.76535087719,4.476666666666667
little,500000,cacherate-60,20467.326754385966,4.066666666666667
little,600000,cacherate-60,25000.495614035084,3.8533333333333335
little,700000,cacherate-60,29149.934210526317,3.615
little,800000,cacherate-60,33788.017543859656,3.5016666666666665
little,900000,cacherate-60,39925.50438596491,3.3800000000000003
little,1000000,cacherate-60,44785.88596491228,3.2516666666666665
little,1100000,cacherate-60,50909.35307017545,3.206666666666667
little,1200000,cacherate-60,59104.0701754386,3.145
little,1300000,cacherate-60,66429.90570175438,3.0850000000000004
little,1400000,cacherate-60,77061.0548245614,3.133333333333333
little,1500000,cacherate-60,84096.12500000001,3.075
little,200000,cacherate-80,10857.449561403508,6.108333333333333
little,300000,cacherate-80,13992.028508771928,4.818333333333333
little,400000,cacherate-80,16683.789473684214,4.176666666666667
little,500000,cacherate-80,18803.133771929828,3.841666666666667
little,600000,cacherate-80,23244.440789473687,3.5716666666666668
little,700000,cacherate-80,27241.530701754386,3.4133333333333336
little,800000,cacherate-80,31354.0,3.24
little,900000,cacherate-80,37563.475877192985,3.1933333333333334
little,1000000,cacherate-80,41510.730263157886,3.073333333333333
little,1100000,cacherate-80,48490.73026315789,3.0033333333333334
little,1200000,cacherate-80,55331.225877192985,2.966666666666667
little,1300000,cacherate-80,62970.22587719298,2.9266666666666663
little,1400000,cacherate-80,72989.34868421053,2.916666666666666
little,1500000,cacherate-80,79981.55482456142,2.901666666666667
little,200000,decrypt,13521.646929824565,35.83166666666667
little,300000,decrypt,21075.002192982454,23.705
little,400000,decrypt,27792.423245614038,17.733333333333334
little,500000,decrypt,35136.03070175438,14.141666666666667
little,600000,decrypt,46013.11184210527,11.831666666666669
little,700000,decrypt,58046.9100877193,10.09666666666667
little,800000,decrypt,71067.43421052632,8.861666666666666
little,900000,decrypt,86885.49561403508,7.868333333333333
little,1000000,decrypt,103529.04166666669,7.075
little,1100000,decrypt,121535.62499999999,6.441666666666667
little,1200000,decrypt,142785.21929824562,5.906666666666667
little,1300000,decrypt,168213.9188596491,5.455000000000001
little,1400000,decrypt,198743.90789473683,5.071666666666666
little,1500000,decrypt,222375.24780701753,4.75
little,200000,encrypt,13516.787280701756,35.568333333333335
little,300000,encrypt,21206.894736842103,23.54833333333333
little,400000,encrypt,27848.054824561405,17.58666666666667
little,500000,encrypt,35193.129385964916,14.038333333333332
little,600000,encrypt,45750.78947368421,11.686666666666667
little,700000,encrypt,57744.260964912275,10.013333333333332
little,800000,encrypt,70467.83771929823,8.771666666666667
little,900000,encrypt,86419.81359649124,7.836666666666667
little,1000000,encrypt,103067.54824561405,7.043333333333333
little,1100000,encrypt,120579.08771929824,6.391666666666667
little,1200000,encrypt,142022.24342105264,5.891666666666667
little,1300000,encrypt,166896.33114035087,5.415
little,1400000,encrypt,198231.12499999997,5.058333333333333
little,1500000,encrypt,222175.08991228067,4.706666666666667
little,200000,gzip-1,14530.184210526317,31.73333333333333
little,300000,gzip-1,22851.86403508772,20.83
little,400000,gzip-1,29692.603070175435,15.495
little,500000,gzip-1,31569.0350877193,12.378333333333332
little,600000,gzip-1,46267.07236842105,10.316666666666668
little,700000,gzip-1,58733.57894736841,8.863333333333333
little,800000,gzip-1,71216.32236842107,7.766666666666668
little,900000,gzip-1,85907.31359649124,6.95
little,1000000,gzip-1,105891.6447368421,6.301666666666667
little,1100000,gzip-1,125882.11622807018,5.68
little,1200000,gzip-1,147284.88815789472,5.23
little,1300000,gzip-1,169827.00438596492,4.843333333333334
little,1400000,gzip-1,202525.4254385965,4.516666666666667
little,1500000,gzip-1,210064.98684210528,4.221666666666667
little,200000,gzip-5,14644.682017543859,34.678333333333335
little,300000,gzip-5,22958.473684210523,22.896666666666665
little,400000,gzip-5,29951.14254385965,17.11333333333333
little,500000,gzip-5,37243.53947368421,13.651666666666666
little,600000,gzip-5,49257.06798245614,11.413333333333334
little,700000,gzip-5,61154.125,9.766666666666667
little,800000,gzip-5,75435.53947368418,8.581666666666667
little,900000,gzip-5,91420.76096491228,7.659999999999999
little,1000000,gzip-5,107798.27412280702,6.971666666666667
little,1100000,gzip-5,127757.37280701754,6.3183333333333325
little,1200000,gzip-5,148780.70175438593,5.7683333333333335
little,1300000,gzip-5,175761.50438596492,5.384999999999999
little,1400000,gzip-5,205240.94517543857,4.988333333333333
little,1500000,gzip-5,226536.10526315786,4.681666666666667
little,200000,gzip-9,14708.831140350874,34.65833333333333
little,300000,gzip-9,22900.18201754386,22.82166666666667
little,400000,gzip-9,29845.864035087718,17.101666666666667
little,500000,gzip-9,37829.114035087725,13.655
little,600000,gzip-9,48511.69736842105,11.433333333333332
little,700000,gzip-9,61990.17324561403,9.808333333333332
little,800000,gzip-9,74820.83114035087,8.586666666666666
little,900000,gzip-9,90944.57894736843,7.651666666666667
little,1000000,gzip-9,107767.71271929826,6.874999999999999
little,1100000,gzip-9,127366.2543859649,6.306666666666666
little,1200000,gzip-9,149253.38377192983,5.806666666666668
little,1300000,gzip-9,171551.6447368421,5.346666666666668
little,1400000,gzip-9,205758.6885964912,4.98
little,1500000,gzip-9,228026.18859649124,4.678333333333334
little,200000,hash,11047.36842105263,37.63
little,300000,hash,17561.127192982454,25.02
little,400000,hash,22832.60745614035,18.730000000000004
little,500000,hash,29371.22368421053,14.985
little,600000,hash,38343.32456140351,12.506666666666668
little,700000,hash,48001.35526315789,10.728333333333332
little,800000,hash,57847.36842105263,9.401666666666667
little,900000,hash,70989.77192982455,8.376666666666665
little,1000000,hash,84256.48245614037,7.553333333333334
little,1100000,hash,99265.59649122808,6.881666666666667
little,1200000,hash,115763.98684210528,6.325
little,1300000,hash,135808.54824561405,5.853333333333333
little,1400000,hash,161325.6995614035,5.458333333333333
little,1500000,hash,181776.5153508772,5.109999999999999
little,200000,idle,9238.804824561405,0.0
little,300000,idle,11662.326754385966,0.0
little,400000,idle,14739.322368421052,0.0
little,500000,idle,17003.47587719298,0.0
little,600000,idle,21402.447368421053,0.0
little,700000,idle,27034.129385964912,0.0
little,800000,idle,33128.20175438596,0.0
little,900000,idle,39642.149122807015,0.0
little,1000000,idle,47670.88596491228,0.0
little,1100000,idle,56177.60745614035,0.0
little,1200000,idle,65394.866228070176,0.0
little,1300000,idle,79200.67543859649,0.0
little,1400000,idle,93324.00438596492,0.0
little,1500000,idle,109331.9846491228,0.0
