howmany,island,frequency,task,power,time
3,big,700000,encrypt,800475.5296052631,0.1716414413570123
3,big,800000,encrypt,939567.6357456141,0.1502272620776908
3,big,900000,encrypt,1116144.3997807018,0.1336863314746263
3,big,1000000,encrypt,1310914.8039473682,0.1202848976149196
3,big,1100000,encrypt,1525457.7004385968,0.10936694625369
3,big,1200000,encrypt,1755417.0914473683,0.1004638957874514
3,big,1300000,encrypt,2011351.793859649,0.0926854411695796
3,big,1400000,encrypt,2284332.6521929824,0.0862658732018181
3,big,1500000,encrypt,2570508.2366228066,0.0805960357996345
3,big,1600000,encrypt,2981820.5155701754,0.0756290708026802
3,big,1700000,encrypt,3438534.003508772,0.0712993767864673
3,big,1800000,encrypt,3943207.437280701,0.0673632913171829
3,big,1900000,encrypt,4662304.273245614,0.0639332739796635
3,big,2000000,encrypt,5422026.666666667,0.0607844056042359
3,big,200000,gzip-1,271284.53728070174,0.6780987394957984
3,big,300000,gzip-1,397191.03421052627,0.4482142857142858
3,big,400000,gzip-1,522034.0480263158,0.3346638655462184
3,big,500000,gzip-1,633180.9728070176,0.2672794117647059
3,big,600000,gzip-1,754807.9837719298,0.2225840336134454
3,big,700000,gzip-1,879691.7892543861,0.1906512605042017
3,big,800000,gzip-1,1018222.1927631579,0.1667542016806722
3,big,900000,gzip-1,1224250.356140351,0.1483718487394958
3,big,1000000,gzip-1,1424734.934868421,0.1335609243697479
3,big,1100000,gzip-1,1680260.1186403509,0.1214285714285714
3,big,1200000,gzip-1,1932244.3135964915,0.1114495798319327
3,big,1300000,gzip-1,2195658.968201754,0.1028886554621848
3,big,1400000,gzip-1,2483095.93114035,0.0956932773109243
3,big,1500000,gzip-1,2832908.970175438,0.089390756302521
3,big,1600000,gzip-1,3262791.787280702,0.0837710084033613
3,big,1700000,gzip-1,3733832.264473684,0.0790336134453781
3,big,1800000,gzip-1,4307832.421052632,0.0746848739495798
3,big,1900000,gzip-1,5046194.266885964,0.0708403361344538
3,big,2000000,gzip-1,5607350.216666667,0.0673739495798319
3,big,200000,gzip-5,275472.3421052632,0.644254337482578
3,big,300000,gzip-5,403496.68859649124,0.4262507809871677
3,big,400000,gzip-5,533042.9118421052,0.318931128946989
3,big,500000,gzip-5,648206.9151315789,0.2547219685682703
3,big,600000,gzip-5,770432.198245614,0.2120920843946748
3,big,700000,gzip-5,893128.9769736843,0.1817657519104147
3,big,800000,gzip-5,1051079.5225877194,0.1589368962368433
3,big,900000,gzip-5,1249320.3010964913,0.1413947229297832
3,big,1000000,gzip-5,1465415.1769736842,0.1272168020377757
3,big,1100000,gzip-5,1708993.450219298,0.1157302830778103
3,big,1200000,gzip-5,1963699.9660087717,0.1061181333205171
3,big,1300000,gzip-5,2245484.5057017542,0.0980439275243908
3,big,1400000,gzip-5,2553025.1844298244,0.0911712404479261
3,big,1500000,gzip-5,2885236.258991228,0.0852117075984043
3,big,1600000,gzip-5,3338926.5749999997,0.0798769644831066
3,big,1700000,gzip-5,3842851.6885964917,0.0752631325996058
3,big,1800000,gzip-5,4440762.60504386,0.0712260297015427
3,big,1900000,gzip-5,5108604.75,0.0674772912961984
3,big,2000000,gzip-5,5625706.413596492,0.0642476089777478
3,big,200000,gzip-9,275720.4256578947,0.6456359701851406
3,big,300000,gzip-9,404276.28815789474,0.4268333734070689
3,big,400000,gzip-9,532399.7179824561,0.3190670834335177
3,big,500000,gzip-9,648089.6370614036,0.2548689588843472
3,big,600000,gzip-9,770607.696491228,0.212310651598942
3,big,700000,gzip-9,895140.5153508772,0.1818225534984371
3,big,800000,gzip-9,1052137.20372807,0.1590767011300793
3,big,900000,gzip-9,1250247.781359649,0.1414763164222169
3,big,1000000,gzip-9,1467007.3157894737,0.1273863909593652
3,big,1100000,gzip-9,1708674.377192982,0.1157970666025486
3,big,1200000,gzip-9,1964864.0940789476,0.1062755470064919
3,big,1300000,gzip-9,2242684.1675438597,0.0981485934118778
3,big,1400000,gzip-9,2548620.3173245615,0.0912719403702813
3,big,1500000,gzip-9,2889665.330482456,0.085212791536427
3,big,1600000,gzip-9,3335606.865570175,0.0799230584275066
3,big,1700000,gzip-9,3856467.548464912,0.0753065640779033
3,big,1800000,gzip-9,4442690.370614036,0.0712671315220005
3,big,1900000,gzip-9,5129718.163157895,0.0676316422216879
3,big,2000000,gzip-9,5704701.71622807,0.0641692714594854
3,big,200000,hash,265112.07763157896,0.5674993356364603
3,big,300000,hash,388174.92149122804,0.3758083089733368
3,big,400000,hash,509360.86732456146,0.2810257773053414
3,big,500000,hash,623685.0469298244,0.2249092036495703
3,big,600000,hash,736497.2462719299,0.1875276818141553
3,big,700000,hash,853905.9785087719,0.1609531402249978
3,big,800000,hash,999167.7666666665,0.1408007795198866
3,big,900000,hash,1184014.104605263,0.1254761272034724
3,big,1000000,hash,1388907.166447368,0.1130746744618655
3,big,1100000,hash,1611795.785087719,0.1030206395606342
3,big,1200000,hash,1854313.6361842104,0.0945167862521038
3,big,1300000,hash,2118090.65372807,0.0875631145362742
3,big,1400000,hash,2395782.3019736838,0.0816281335813623
3,big,1500000,hash,2700004.1232456136,0.0763575161661794
3,big,1600000,hash,3124157.862061404,0.0716183895827796
3,big,1700000,hash,3593857.9546052637,0.0676056338028169
3,big,1800000,hash,4114247.8958333326,0.0641509433962264
3,big,1900000,hash,4858293.244736842,0.0609619984055275
3,big,2000000,hash,5632275.225877194,0.0578262024980069
3,big,200000,idle,29714.405701754386,0.0
3,big,300000,idle,36667.20614035088,0.0
3,big,400000,idle,43959.65131578947,0.0
3,big,500000,idle,49942.20394736842,0.0
3,big,600000,idle,55386.11184210526,0.0
3,big,700000,idle,62486.72149122807,0.0
3,big,800000,idle,70789.28289473684,0.0
3,big,900000,idle,82052.88596491228,0.0
3,big,1000000,idle,95939.98903508772,0.0
3,big,1100000,idle,110361.93421052632,0.0
3,big,1200000,idle,123850.00877192985,0.0
3,big,1300000,idle,143356.77850877194,0.0
3,big,1400000,idle,161186.93640350876,0.0
3,big,1500000,idle,182163.88377192983,0.0
3,big,1600000,idle,210462.20175438595,0.0
3,big,1700000,idle,240915.07675438595,0.0
3,big,1800000,idle,282202.83771929826,0.0
3,big,1900000,idle,325980.44736842107,0.0
3,big,2000000,idle,412970.99342105264,0.0
3,little,200000,decrypt,51818.43706140349,1.0
3,little,300000,decrypt,76013.39934210526,0.6615656542164751
3,little,400000,decrypt,99717.40109649123,0.494906739848365
3,little,500000,decrypt,122878.79100877192,0.3946695195125354
3,little,600000,decrypt,159331.70021929825,0.3302014047164984
3,little,700000,decrypt,200832.6087719298,0.281780547932462
3,little,800000,decrypt,241615.8096491228,0.2473138285501651
3,little,900000,decrypt,290174.48070175445,0.2195916089120423
3,little,1000000,decrypt,345412.904385965,0.1974510442346155
3,little,1100000,decrypt,405682.48026315786,0.1797758035257453
3,little,1200000,decrypt,473173.04473684204,0.164844876505884
3,little,1300000,decrypt,559469.0649122805,0.1522396390529792
3,little,1400000,decrypt,658543.434868421,0.1415414670449788
3,little,1500000,decrypt,750541.2557017544,0.1325643053165263
3,little,200000,encrypt,51622.60548245614,1.0
3,little,300000,encrypt,75610.62434210525,0.6620589475657184
3,little,400000,encrypt,99210.173245614,0.494447307998688
3,little,500000,encrypt,122433.04035087719,0.3946862846164659
3,little,600000,encrypt,159025.78333333335,0.3285694203645565
3,little,700000,encrypt,200436.59473684215,0.2815238273745372
3,little,800000,encrypt,241103.35679824557,0.2466144979148118
3,little,900000,encrypt,289121.0877192982,0.2203270699592334
3,little,1000000,encrypt,344872.0050438597,0.198022585633288
3,little,1100000,encrypt,404556.30745614035,0.1797010449369757
3,little,1200000,encrypt,472956.6855263158,0.1656435968323883
3,little,1300000,encrypt,559923.9260964912,0.1522421629726817
3,little,1400000,encrypt,658463.4953947368,0.1422145166580759
3,little,1500000,encrypt,750009.9958333333,0.1323274448245162
3,little,200000,gzip-1,49209.249780701764,1.0
3,little,300000,gzip-1,69198.13815789475,0.6564075630252101
3,little,400000,gzip-1,86817.1173245614,0.4882878151260504
3,little,500000,gzip-1,102232.76513157897,0.3900735294117647
3,little,600000,gzip-1,131976.71644736844,0.3251050420168068
3,little,700000,gzip-1,157977.6765350877,0.2793067226890756
3,little,800000,gzip-1,194354.83092105266,0.2447478991596639
3,little,900000,gzip-1,223650.8831140351,0.2190126050420168
3,little,1000000,gzip-1,260750.01666666672,0.1985819327731092
3,little,1100000,gzip-1,303767.3245614035,0.1789915966386554
3,little,1200000,gzip-1,345721.12631578953,0.1648109243697479
3,little,1300000,gzip-1,397824.63333333336,0.152626050420168
3,little,1400000,gzip-1,462902.5153508772,0.1423319327731092
3,little,1500000,gzip-1,523848.261622807,0.1330357142857142
3,little,200000,gzip-5,49902.14605263157,1.0
3,little,300000,gzip-5,70402.1807017544,0.6602585668284711
3,little,400000,gzip-5,90324.48486842109,0.4934877685394337
3,little,500000,gzip-5,107284.23574561405,0.3936655933099437
3,little,600000,gzip-5,136113.24407894738,0.3291200076897198
3,little,700000,gzip-5,167317.1855263158,0.2816359878886913
3,little,800000,gzip-5,200616.71447368426,0.2474647955015139
3,little,900000,gzip-5,236103.83771929823,0.2208872014225981
3,little,1000000,gzip-5,270534.6048245614,0.2010381121737876
3,little,1100000,gzip-5,312171.28815789474,0.1821982986494929
3,little,1200000,gzip-5,360951.4469298246,0.1663382515499591
3,little,1300000,gzip-5,417912.3265350878,0.1552842793290719
3,little,1400000,gzip-5,482254.0644736842,0.143845821117893
3,little,1500000,gzip-5,544771.2986842105,0.1350026433411832
3,little,200000,gzip-9,49893.68925438596,1.0
3,little,300000,gzip-9,70561.31008771929,0.6584755950949749
3,little,400000,gzip-9,89540.42390350875,0.4934359220966579
3,little,500000,gzip-9,107390.74364035088,0.3939889396489541
3,little,600000,gzip-9,136279.28114035088,0.3298869920654003
3,little,700000,gzip-9,167522.4504385965,0.2830007213272421
3,little,800000,gzip-9,200284.4493421053,0.2477518634287088
3,little,900000,gzip-9,236171.84758771927,0.2207742245732147
3,little,1000000,gzip-9,271833.4168859649,0.1983649915845154
3,little,1100000,gzip-9,313028.2024122807,0.1819668189468622
3,little,1200000,gzip-9,360300.9453947369,0.167540274104352
3,little,1300000,gzip-9,417293.02565789473,0.1542678528492426
3,little,1400000,gzip-9,484778.9210526315,0.1436883866314018
3,little,1500000,gzip-9,546789.2552631579,0.1349843712430873
3,little,200000,hash,44996.53179824562,1.0
3,little,300000,hash,65460.02149122807,0.6648950305607227
3,little,400000,hash,85322.91820175436,0.4977411639649217
3,little,500000,hash,104782.90942982456,0.3982195057135264
3,little,600000,hash,135050.259868421,0.3323589334750642
3,little,700000,hash,169110.4789473684,0.2851005403490123
3,little,800000,hash,206538.1620614035,0.2498449818407299
3,little,900000,hash,245481.1418859649,0.2226060767118433
3,little,1000000,hash,289938.18355263164,0.2007263708034369
3,little,1100000,hash,339487.9313596491,0.1828771370360528
3,little,1200000,hash,393798.2986842105,0.1680839755514217
3,little,1300000,hash,464602.44013157894,0.155549650101869
3,little,1400000,hash,545550.9677631579,0.1450527061741518
3,little,1500000,hash,620947.8164473685,0.1357959075205952
3,little,200000,idle,9238.804824561405,0.0
3,little,300000,idle,11662.326754385966,0.0
3,little,400000,idle,14739.322368421052,0.0
3,little,500000,idle,17003.47587719298,0.0
3,little,600000,idle,21402.447368421053,0.0
3,little,700000,idle,27034.129385964912,0.0
3,little,800000,idle,33128.20175438596,0.0
3,little,900000,idle,39642.149122807015,0.0
3,little,1000000,idle,47670.88596491228,0.0
3,little,1100000,idle,56177.60745614035,0.0
3,little,1200000,idle,65394.866228070176,0.0
3,little,1300000,idle,79200.67543859649,0.0
3,little,1400000,idle,93324.00438596492,0.0
3,little,1500000,idle,109331.9846491228,0.0
4,big,200000,decrypt,321814.28728070174,0.5974696497511511
4,big,300000,decrypt,477203.07807017537,0.3948090608865529
4,big,400000,decrypt,632362.4603801168,0.2950834922554536
4,big,500000,decrypt,776676.0673976608,0.2354062979673473
4,big,600000,decrypt,922046.2814327484,0.1959160891204241
4,big,700000,decrypt,1077198.078508772,0.1679613005256058
4,big,800000,decrypt,1263252.2928362577,0.1469370668403181
4,big,900000,decrypt,1507816.451754386,0.1306107260802828
4,big,1000000,decrypt,1771719.2644736841,0.1176333782966649
4,big,1100000,decrypt,2065830.3178362572,0.1070282338713428
4,big,1200000,decrypt,2379152.884210526,0.0981440997255686
4,big,1300000,decrypt,2726471.6557017537,0.0906088655286292
4,big,1400000,decrypt,3092597.3942982457,0.0844225312805246
4,big,1500000,decrypt,3505722.6782163745,0.0787943625284897
4,big,1600000,decrypt,4045761.9573099413,0.0740034420205591
4,big,1700000,decrypt,4660334.752192982,0.0696590539094841
4,big,1800000,decrypt,5364323.098245614,0.0658635285362109
4,big,1900000,decrypt,6343719.06491228,0.0624587190101865
4,big,2000000,decrypt,7264931.839912281,0.0593329922321968
4,big,200000,encrypt,320316.24283625727,0.6105618293425801
4,big,300000,encrypt,471357.51286549715,0.4040110585258422
4,big,400000,encrypt,619111.5665204677,0.3015791200037487
4,big,500000,encrypt,760939.7805555556,0.2408040860315823
4,big,600000,encrypt,901467.8796783626,0.2005060681317651
4,big,700000,encrypt,1046471.7989766082,0.1716414413570123
4,big,800000,encrypt,1229160.4200292397,0.1502272620776908
4,big,900000,encrypt,1460841.5710526318,0.1336863314746263
4,big,1000000,encrypt,1715906.4089181283,0.1202848976149196
4,big,1100000,encrypt,1997156.289181287,0.10936694625369
4,big,1200000,encrypt,2299272.7856725142,0.1004638957874514
4,big,1300000,encrypt,2634016.798976608,0.0926854411695796
4,big,1400000,encrypt,2992047.8907894734,0.0862658732018181
4,big,1500000,encrypt,3366623.0209064325,0.0805960357996345
4,big,1600000,encrypt,3905606.6201754385,0.0756290708026802
4,big,1700000,encrypt,4504406.979093567,0.0712993767864673
4,big,1800000,encrypt,5163542.303801169,0.0673632913171829
4,big,1900000,encrypt,6107745.5485380115,0.0639332739796635
4,big,2000000,encrypt,7091711.891081871,0.0607844056042359
4,big,200000,gzip-1,351807.9144736842,0.6780987394957984
4,big,300000,gzip-1,517365.6435672514,0.4482142857142858
4,big,400000,gzip-1,681392.1802631579,0.3346638655462184
4,big,500000,gzip-1,827593.895760234,0.2672794117647059
4,big,600000,gzip-1,987948.6077485379,0.2225840336134454
4,big,700000,gzip-1,1152093.478508772,0.1906512605042017
4,big,800000,gzip-1,1334033.1627192982,0.1667542016806722
4,big,900000,gzip-1,1604982.8461988305,0.1483718487394958
4,big,1000000,gzip-1,1867666.583479532,0.1335609243697479
4,big,1100000,gzip-1,2203559.5134502924,0.1214285714285714
4,big,1200000,gzip-1,2535042.4152046787,0.1114495798319327
4,big,1300000,gzip-1,2879759.698099415,0.1028886554621848
4,big,1400000,gzip-1,3257065.596052631,0.0956932773109243
4,big,1500000,gzip-1,3716490.6656432743,0.089390756302521
4,big,1600000,gzip-1,4280234.982456141,0.0837710084033613
4,big,1700000,gzip-1,4898137.99371345,0.0790336134453781
4,big,1800000,gzip-1,5649708.94883041,0.0746848739495798
4,big,1900000,gzip-1,6619598.873391812,0.0708403361344538
4,big,2000000,gzip-1,7338809.957748538,0.0673739495798319
4,big,200000,gzip-5,357391.6542397661,0.644254337482578
4,big,300000,gzip-5,525773.182748538,0.4262507809871677
4,big,400000,gzip-5,696070.6653508771,0.318931128946989
4,big,500000,gzip-5,847628.4855263158,0.2547219685682703
4,big,600000,gzip-5,1008780.8937134502,0.2120920843946748
4,big,700000,gzip-5,1170009.7288011697,0.1817657519104147
4,big,800000,gzip-5,1377842.9358187136,0.1589368962368433
4,big,900000,gzip-5,1638409.4394736844,0.1413947229297832
4,big,1000000,gzip-5,1921906.9062865498,0.1272168020377757
4,big,1100000,gzip-5,2241870.622222222,0.1157302830778103
4,big,1200000,gzip-5,2576983.285087719,0.1061181333205171
4,big,1300000,gzip-5,2946193.748099415,0.0980439275243908
4,big,1400000,gzip-5,3350304.600438596,0.0911712404479261
4,big,1500000,gzip-5,3786260.3840643275,0.0852117075984043
4,big,1600000,gzip-5,4381748.032748538,0.0798769644831066
4,big,1700000,gzip-5,5043497.225877194,0.0752631325996058
4,big,1800000,gzip-5,5826949.194152048,0.0712260297015427
4,big,1900000,gzip-5,6702812.850877193,0.0674772912961984
4,big,2000000,gzip-5,7363284.8869883055,0.0642476089777478
4,big,200000,gzip-9,357722.4323099415,0.6456359701851406
4,big,300000,gzip-9,526812.6488304094,0.4268333734070689
4,big,400000,gzip-9,695213.0735380116,0.3190670834335177
4,big,500000,gzip-9,847472.114766082,0.2548689588843472
4,big,600000,gzip-9,1009014.8913742688,0.212310651598942
4,big,700000,gzip-9,1172691.7799707602,0.1818225534984371
4,big,800000,gzip-9,1379253.177339181,0.1590767011300793
4,big,900000,gzip-9,1639646.0798245613,0.1414763164222169
4,big,1000000,gzip-9,1924029.7580409357,0.1273863909593652
4,big,1100000,gzip-9,2241445.1915204674,0.1157970666025486
4,big,1200000,gzip-9,2578535.4558479534,0.1062755470064919
4,big,1300000,gzip-9,2942459.963888889,0.0981485934118778
4,big,1400000,gzip-9,3344431.444298246,0.0912719403702813
4,big,1500000,gzip-9,3792165.812719298,0.085212791536427
4,big,1600000,gzip-9,4377321.753508772,0.0799230584275066
4,big,1700000,gzip-9,5061651.7057017535,0.0753065640779033
4,big,1800000,gzip-9,5829519.548245615,0.0712671315220005
4,big,1900000,gzip-9,6730964.068421053,0.0676316422216879
4,big,2000000,gzip-9,7468611.957163742,0.0641692714594854
4,big,200000,hash,343577.96827485383,0.5674993356364603
4,big,300000,hash,505344.1599415204,0.3758083089733368
4,big,400000,hash,664494.6059941521,0.2810257773053414
4,big,500000,hash,814932.6612573097,0.2249092036495703
4,big,600000,hash,963534.2910818715,0.1875276818141553
4,big,700000,hash,1117712.3975146199,0.1609531402249978
4,big,800000,hash,1308627.2612573097,0.1408007795198866
4,big,900000,hash,1551334.5108187133,0.1254761272034724
4,big,1000000,hash,1819896.2255847948,0.1130746744618655
4,big,1100000,hash,2112273.735380117,0.1030206395606342
4,big,1200000,hash,2431134.845321637,0.0945167862521038
4,big,1300000,hash,2776335.2788011697,0.0875631145362742
4,big,1400000,hash,3140647.4238304086,0.0816281335813623
4,big,1500000,hash,3539284.203070175,0.0763575161661794
4,big,1600000,hash,4095389.74883041,0.0716183895827796
4,big,1700000,hash,4711505.580555556,0.0676056338028169
4,big,1800000,hash,5391596.248538011,0.0641509433962264
4,big,1900000,hash,6369064.177192982,0.0609619984055275
4,big,2000000,hash,7372043.303362574,0.0578262024980069
4,big,200000,idle,29714.405701754386,0.0
4,big,300000,idle,36667.20614035088,0.0
4,big,400000,idle,43959.65131578947,0.0
4,big,500000,idle,49942.20394736842,0.0
4,big,600000,idle,55386.11184210526,0.0
4,big,700000,idle,62486.72149122807,0.0
4,big,800000,idle,70789.28289473684,0.0
4,big,900000,idle,82052.88596491228,0.0
4,big,1000000,idle,95939.98903508772,0.0
4,big,1100000,idle,110361.93421052632,0.0
4,big,1200000,idle,123850.00877192985,0.0
4,big,1300000,idle,143356.77850877194,0.0
4,big,1400000,idle,161186.93640350876,0.0
4,big,1500000,idle,182163.88377192983,0.0
4,big,1600000,idle,210462.20175438595,0.0
4,big,1700000,idle,240915.07675438595,0.0
4,big,1800000,idle,282202.83771929826,0.0
4,big,1900000,idle,325980.44736842107,0.0
4,big,2000000,idle,412970.99342105264,0.0
4,little,200000,decrypt,66011.64780701752,1.0
4,little,300000,decrypt,97463.75687134502,0.6615656542164751
4,little,400000,decrypt,128043.42733918129,0.494906739848365
4,little,500000,decrypt,158170.56271929824,0.3946695195125354
4,little,600000,decrypt,205308.11783625733,0.3302014047164984
4,little,700000,decrypt,258765.4352339181,0.281780547932462
4,little,800000,decrypt,311111.6789473684,0.2473138285501651
4,little,900000,decrypt,373685.25789473695,0.2195916089120423
4,little,1000000,decrypt,444660.2438596493,0.1974510442346155
4,little,1100000,decrypt,522184.1045321637,0.1797758035257453
4,little,1200000,decrypt,609099.104239766,0.164844876505884
4,little,1300000,decrypt,719558.5280701752,0.1522396390529792
4,little,1400000,decrypt,846949.9116959064,0.1415414670449788
4,little,1500000,decrypt,964277.6793859649,0.1325643053165263
4,little,200000,encrypt,65750.53903508773,1.0
4,little,300000,encrypt,96926.72353801168,0.6620589475657184
4,little,400000,encrypt,127367.12353801166,0.494447307998688
4,little,500000,encrypt,157576.22850877192,0.3946862846164659
4,little,600000,encrypt,204900.2286549708,0.3285694203645565
4,little,700000,encrypt,258237.4165204679,0.2815238273745372
4,little,800000,encrypt,310428.4084795321,0.2466144979148118
4,little,900000,encrypt,372280.7339181286,0.2203270699592334
4,little,1000000,encrypt,443939.04473684216,0.198022585633288
4,little,1100000,encrypt,520682.5407894737,0.1797010449369757
4,little,1200000,encrypt,608810.6252923977,0.1656435968323883
4,little,1300000,encrypt,720165.0096491227,0.1522421629726817
4,little,1400000,encrypt,846843.3257309941,0.1422145166580759
4,little,1500000,encrypt,963569.3328947369,0.1323274448245162
4,little,200000,gzip-1,62532.73143274855,1.0
4,little,300000,gzip-1,88376.74195906434,0.6564075630252101
4,little,400000,gzip-1,110843.04897660819,0.4882878151260504
4,little,500000,gzip-1,130642.5282163743,0.3900735294117647
4,little,600000,gzip-1,168834.8061403509,0.3251050420168068
4,little,700000,gzip-1,201625.52558479528,0.2793067226890756
4,little,800000,gzip-1,248097.0406432749,0.2447478991596639
4,little,900000,gzip-1,284987.1277777778,0.2190126050420168
4,little,1000000,gzip-1,331776.3935672515,0.1985819327731092
4,little,1100000,gzip-1,386297.23026315786,0.1789915966386554
4,little,1200000,gzip-1,439163.213011696,0.1648109243697479
4,little,1300000,gzip-1,504032.61929824564,0.152626050420168
4,little,1400000,gzip-1,586095.3523391812,0.1423319327731092
4,little,1500000,gzip-1,662020.3539473685,0.1330357142857142
4,little,200000,gzip-5,63456.59312865496,1.0
4,little,300000,gzip-5,89982.13201754389,0.6602585668284711
4,little,400000,gzip-5,115519.53903508777,0.4934877685394337
4,little,500000,gzip-5,137377.82236842107,0.3936655933099437
4,little,600000,gzip-5,174350.1763157895,0.3291200076897198
4,little,700000,gzip-5,214078.20423976608,0.2816359878886913
4,little,800000,gzip-5,256446.21871345036,0.2474647955015139
4,little,900000,gzip-5,301591.06725146197,0.2208872014225981
4,little,1000000,gzip-5,344822.5111111111,0.2010381121737876
4,little,1100000,gzip-5,397502.5150584795,0.1821982986494929
4,little,1200000,gzip-5,459470.3071637427,0.1663382515499591
4,little,1300000,gzip-5,530816.2102339182,0.1552842793290719
4,little,1400000,gzip-5,611897.4178362573,0.143845821117893
4,little,1500000,gzip-5,689917.7366959064,0.1350026433411832
4,little,200000,gzip-9,63445.31739766081,1.0
4,little,300000,gzip-9,90194.30453216373,0.6584755950949749
4,little,400000,gzip-9,114474.12441520466,0.4934359220966579
4,little,500000,gzip-9,137519.83289473684,0.3939889396489541
4,little,600000,gzip-9,174571.5590643275,0.3298869920654003
4,little,700000,gzip-9,214351.89078947372,0.2830007213272421
4,little,800000,gzip-9,256003.19853801175,0.2477518634287088
4,little,900000,gzip-9,301681.74707602337,0.2207742245732147
4,little,1000000,gzip-9,346554.2605263158,0.1983649915845154
4,little,1100000,gzip-9,398645.0673976608,0.1819668189468622
4,little,1200000,gzip-9,458602.9717836258,0.167540274104352
4,little,1300000,gzip-9,529990.4757309941,0.1542678528492426
4,little,1400000,gzip-9,615263.8932748537,0.1436883866314018
4,little,1500000,gzip-9,692608.3454678362,0.1349843712430873
4,little,200000,hash,56915.77412280702,1.0
4,little,300000,hash,83392.58640350877,0.6648950305607227
4,little,400000,hash,108850.78347953214,0.4977411639649217
4,little,500000,hash,134042.7206140351,0.3982195057135264
4,little,600000,hash,172932.86403508767,0.3323589334750642
4,little,700000,hash,216469.26213450287,0.2851005403490123
4,little,800000,hash,264341.4821637427,0.2498449818407299
4,little,900000,hash,314094.1394736842,0.2226060767118433
4,little,1000000,hash,370693.94941520476,0.2007263708034369
4,little,1100000,hash,433924.705994152,0.1828771370360528
4,little,1200000,hash,503266.10950292397,0.1680839755514217
4,little,1300000,hash,593069.6950292398,0.155549650101869
4,little,1400000,hash,696293.2888888889,0.1450527061741518
4,little,1500000,hash,791486.4270467837,0.1357959075205952
4,little,200000,idle,9238.804824561405,0.0
4,little,300000,idle,11662.326754385966,0.0
4,little,400000,idle,14739.322368421052,0.0
4,little,500000,idle,17003.47587719298,0.0
4,little,600000,idle,21402.447368421053,0.0
4,little,700000,idle,27034.129385964912,0.0
4,little,800000,idle,33128.20175438596,0.0
4,little,900000,idle,39642.149122807015,0.0
4,little,1000000,idle,47670.88596491228,0.0
4,little,1100000,idle,56177.60745614035,0.0
4,little,1200000,idle,65394.866228070176,0.0
4,little,1300000,idle,79200.67543859649,0.0
4,little,1400000,idle,93324.00438596492,0.0
4,little,1500000,idle,109331.9846491228,0.0
