[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  27155       tick          2849         64071       1060822 
      2  27155       tick          1390         56153       1013216 
      3  27155       tick          1000         56043       1011458 
      4  27155       tick           845         56002       1010702 
      5  27155       tick           987         55983       1010356 
      6  27155       tick          1018         56012       1011214 
      7  27155       tick          1015         55953       1009944 
      8  27155       tick           834         56043       1011574 
      9  27155       tick           987         56035       1011474 
     10  27155       tick           934         56056       1011824 
     11  27155       tick           969         54735        987843 
     12  27155       tick           870         57283       1033833 
     13  27155       tick           834         56044       1011719 
     14  27155       tick           773         56043       1011548 
     15  27155       tick           638         56062       1011846 
     16  27155       tick           844         56049       1011767 
     17  27155       tick           844         56071       1012073 
     18  27155       tick           966         56018       1011277 
     19  27155       tick           852         56066       1012049 
     20  27155       tick           713         56089       1012580 
     21  27155       tick           857         56030       1011310 
     22  27155       tick           897         55841       1008002 
     23  27155       tick           917         56070       1012177 
     24  27155       tick           859         56047       1011538 
     25  27155       tick          1004         55935       1009748 
     26  27155       tick           899         56067       1011922 
     27  27155       tick           873         56073       1012180 
     28  27155       tick           921         56040       1011743 
     29  27155       tick           806         56068       1012158 
     30  27155       tick           900         56089       1012339 
     31  27155       tick           969         56039       1011487 
     32  27155       tick           900         56032       1011643 
     33  27155       tick           879         56061       1012044 
     34  27155       tick           837         55233        997011 
     35  27155       tick           900         56855       1026278 
     36  27155       tick           944         56024       1011261 
     37  27155       tick           810         56075       1012208 
     38  27155       tick           825         56039       1011809 
     39  27155       tick           878         56089       1012445 
     40  27155       tick           909         56069       1012060 
     41  27155       tick           878         56027       1011363 
     42  27155       tick           915         55842       1008053 
     43  27155       tick           800         56086       1012402 
     44  27155       tick           904         55974       1010310 
     45  27155       tick           881         56077       1012206 
     46  27155       tick           961         56060       1011942 
     47  27155       tick           877         56072       1012122 
     48  27155       tick           944         56052       1011963 
     49  27155       tick           880         56063       1011893 
     50  27155       tick           837         56077       1012300 
     51  27155       tick           884         56058       1011909 
     52  27155       tick           928         56021       1011209 
     53  27155       exit          1451         51716        931225 
