,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,7.654578558014999,100000.0,599999.0,599999.0,599999.0,599999.0,31.023638765,1758283.0,1737649.804
std,0.4565600472810449,0.0,0.0,0.0,0.0,0.0,0.6047168341221538,14035.380397513381,12645.307154142463
min,7.1125405543,100000.0,599999.0,599999.0,599999.0,599999.0,29.220896,1623000.0,1596513.0
25%,7.1167594506,100000.0,599999.0,599999.0,599999.0,599999.0,30.63142625,1748000.0,1732527.75
50%,7.941577435499999,100000.0,599999.0,599999.0,599999.0,599999.0,31.008344,1760000.0,1736252.0
75%,8.04191157575,100000.0,599999.0,599999.0,599999.0,599999.0,31.412463,1773000.0,1743938.25
max,8.079104181,100000.0,599999.0,599999.0,599999.0,599999.0,33.013395,1798000.0,1779717.0
