[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   7413       tick         15690        394313       2776919 
      2   7413       tick           759        239410       1900711 
      3   7413       tick           557          4634        160178 
      4   7413       tick           627          4709        160142 
      5   7413       tick           689          4690        159795 
      6   7413       tick           650          4952        153849 
      7   7413       tick           687          4591        160156 
      8   7413       tick           730          4641        159731 
      9   7413       tick           666          4654        160230 
     10   7413       tick           732          4573        159346 
     11   7413       tick           637          4687        160200 
     12   7413       tick           854          4564        159590 
     13   7413       tick           520          4639        160085 
     14   7413       tick           542          4662        160112 
     15   7413       tick           684          4647        159042 
     16   7413       tick           666          4589        159517 
     17   7413       tick           464          4612        160152 
     18   7413       tick           628          4683        159852 
     19   7413       tick           479          4636        160140 
     20   7413       tick           580          4616        159837 
     21   7413       tick           653          4691        159532 
     22   7413       tick           658          4572        159801 
     23   7413       tick           576          4572        160314 
     24   7413       tick           744          4613        159262 
     25   7413       tick           541          4635        159615 
     26   7413       tick           636          4564        159630 
     27   7413       tick           525          4606        160422 
     28   7413       tick           702          4651        159723 
     29   7413       tick           493          4662        160183 
     30   7413       tick           639          4576        159696 
     31   7413       tick           623          4645        160072 
     32   7413       tick           639          4570        159696 
     33   7413       tick           643          4603        159989 
     34   7413       tick           538          4631        160390 
     35   7413       tick           688          4634        159550 
     36   7413       tick           613          4616        159891 
     37   7413       tick           594          4626        160159 
     38   7413       tick           695          4569        159827 
     39   7413       tick           542          4634        159962 
     40   7413       tick           717          4650        159820 
     41   7413       tick           654          4615        159306 
     42   7413       tick           602          4665        160086 
     43   7413       tick           715          4580        159685 
     44   7413       tick           599          4639        159871 
     45   7413       tick           545          4642        160218 
     46   7413       tick           464          4613        160274 
     47   7413       tick           587          4648        159923 
     48   7413       tick           531          4668        160345 
     49   7413       tick           517          4628        159862 
     50   7413       tick           578          4607        160064 
     51   7413       tick           651          4674        159754 
     52   7413       tick           731          4656        159320 
     53   7413       tick           575          4707        159859 
     54   7413       tick           660          4551        160086 
     55   7413       tick           563          4697        159887 
     56   7413       tick           691          4694        159845 
     57   7413       tick           536          4542        160111 
     58   7413       tick           567          4679        160020 
     59   7413       tick           616          4730        159982 
     60   7413       tick           677          4632        159626 
     61   7413       tick           774          4757        159127 
     62   7413       tick           592          4641        159951 
     63   7413       tick           686          4723        159996 
     64   7413       tick           598          4694        160211 
     65   7413       tick           652          4632        159435 
     66   7413       tick           722          4723        158991 
     67   7413       tick           550          4720        160144 
     68   7413       tick           440          4685        160423 
     69   7413       tick           641          4654        159832 
     70   7413       tick           773          4643        159291 
     71   7413       tick           614          4527        156568 
     72   7413       tick           637          4786        163251 
     73   7413       tick           652          4764        159945 
     74   7413       tick           600          4640        159888 
     75   7413       tick           837          4747        159250 
     76   7413       tick           718          4681        160236 
     77   7413       tick           569          4659        160202 
     78   7413       tick           587          4736        160173 
     79   7413       tick           452          4525        154086 
     80   7413       tick           572          4880        165956 
     81   7413       tick           513          4778        159985 
     82   7413       tick           638          4708        159873 
     83   7413       tick           735          4626        159936 
     84   7413       tick           593          4736        159997 
     85   7413       tick           671          4704        159351 
     86   7413       tick           718          4732        159920 
     87   7413       tick           482          4672        160295 
     88   7413       tick           533          4721        160152 
     89   7413       tick           758          4636        159764 
     90   7413       tick           613          4718        159771 
     91   7413       tick           584          4722        160286 
     92   7413       tick           725          4655        159632 
     93   7413       tick           641          4657        160229 
     94   7413       tick           582          4720        160052 
     95   7413       tick           815          4697        158874 
     96   7413       tick           691          4642        159685 
     97   7413       tick           602          4689        160248 
     98   7413       tick           554          4746        160207 
     99   7413       tick           509          4704        160120 
    100   7413       tick           391          4634        160141 
    101   7413       exit          2052         10704        126246 
