[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  12085       tick         33099         12954       1517562 
      2  12085       tick       1128879           127       5774201 
      3  12085       tick       1121990           117       5738787 
      4  12085       tick       1120983           109       5733642 
      5  12085       tick       1118190           130       5719338 
      6  12085       tick       1128955            89       5774493 
      7  12085       tick       1126575           107       5762294 
      8  12085       tick       1127247           106       5765770 
      9  12085       tick       1124978           104       5754170 
     10  12085       tick       1129943            84       5779618 
     11  12085       tick       1122010           113       5738958 
     12  12085       tick       1119906           111       5728268 
     13  12085       tick       1126746           120       5763121 
     14  12085       tick       1128833            97       5773782 
     15  12085       tick       1127706           108       5768031 
     16  12085       tick       1123799           111       5748108 
     17  12085       tick       1124821           110       5753327 
     18  12085       tick       1128671           114       5773123 
     19  12085       tick       1041865           200       5329505 
     20  12085       tick        986120           235       5043877 
     21  12085       tick       1119417           128       5725617 
     22  12085       tick       1120281           120       5730153 
     23  12085       tick       1106007           121       5657059 
     24  12085       tick       1113782           117       5696876 
     25  12085       tick       1104022           152       5646936 
     26  12085       tick       1114488           137       5700450 
     27  12085       tick       1118194           113       5719416 
     28  12085       tick       1113729           122       5696622 
     29  12085       tick       1122974           114       5743923 
     30  12085       tick       1109098           124       5672888 
     31  12085       tick       1126314           132       5760936 
     32  12085       tick       1112668           125       5691183 
     33  12085       tick       1112247           143       5688890 
     34  12085       tick       1117174           143       5714173 
     35  12085       tick       1120745           119       5732530 
     36  12085       tick       1118838           125       5722775 
     37  12085       tick        714312          1787       3666224 
     38  12085       tick        690723          1692       3546548 
     39  12085       tick        974499           798       4989456 
     40  12085       tick       1126700           111       5762954 
     41  12085       tick       1126095           102       5759876 
     42  12085       tick       1110938           135       5682412 
     43  12085       tick       1130040            96       5780094 
     44  12085       tick       1124289           119       5750603 
     45  12085       tick       1122813           119       5743079 
     46  12085       tick       1123975           115       5748977 
     47  12085       tick       1118907           132       5723025 
     48  12085       exit        943705           177       4826413 
