frequency,power,task,island,voltage,time,howmany,time_rel
200000,61345.524122807015,gzip-9,little,917182.0175438595,38.58041666666667,4,1.1131642221687907
300000,86177.05263157895,gzip-9,little,916398.0263157894,26.429166666666664,4,0.7625631161336859
400000,108351.88157894736,gzip-9,little,916260.9649122808,20.32333333333333,4,0.586390959365232
500000,128881.15789473684,gzip-9,little,916255.4824561405,16.7525,4,0.4833613849483049
600000,162533.27631578947,gzip-9,little,952505.4824561405,14.378333333333332,4,0.4148593411877855
700000,197896.6798245614,gzip-9,little,988741.7763157894,12.69,4,0.3661457081029093
800000,236709.15131578947,gzip-9,little,1024969.846491228,11.417916666666668,4,0.329442173599423
900000,274906.8486842105,gzip-9,little,1056271.929824561,10.4525,4,0.3015869199326761
1000000,310719.0131578947,gzip-9,little,1083385.4166666667,9.619583333333331,4,0.2775547006491944
1100000,358489.2916666667,gzip-9,little,1118870.6140350876,8.970416666666667,4,0.2588242365953354
1200000,413781.076754386,gzip-9,little,1155167.214912281,8.507916666666667,4,0.2454796826160134
1300000,477557.03289473685,gzip-9,little,1204838.2675438595,8.014166666666666,4,0.2312334695840346
1400000,551360.0877192982,gzip-9,little,1253566.3377192982,7.695833333333333,4,0.2220485693676364
1500000,615443.6425438597,gzip-9,little,1290041.1184210526,7.35125,4,0.2121062755470065
