frequency,power,task,island,voltage,time,howmany,time_rel
200000,53706.8399122807,cacherate-40,little,917500.0,16.040833333333335,4,1.9848422355124768
300000,76903.71710526316,cacherate-40,little,916998.355263158,10.647083333333336,4,1.3174365848628586
400000,88441.84429824562,cacherate-40,little,916924.3421052631,7.978750000000001,4,0.987265415549598
500000,98975.21710526316,cacherate-40,little,916474.7807017544,6.454583333333335,4,0.7986698288306868
600000,121392.80043859647,cacherate-40,little,953629.3859649122,5.9504166666666665,4,0.736285832130336
700000,144330.29605263157,cacherate-40,little,990010.9649122808,5.600416666666668,4,0.6929779335945557
800000,167631.38377192983,cacherate-40,little,1026507.6754385964,5.485833333333333,4,0.678799752526294
900000,192321.92324561405,cacherate-40,little,1063766.4473684211,5.315833333333333,4,0.6577644875232006
1000000,221507.25657894736,cacherate-40,little,1098722.5877192982,5.1970833333333335,4,0.6430707362342751
1100000,243067.27412280705,cacherate-40,little,1120496.1622807018,5.199583333333333,4,0.6433800783666734
1200000,274848.9188596491,cacherate-40,little,1157077.850877193,4.983333333333333,4,0.6166219839142091
1300000,321076.7609649123,cacherate-40,little,1205762.0614035088,4.979583333333333,4,0.6161579707156114
1400000,368310.9144736842,cacherate-40,little,1254887.6096491227,5.047083333333333,4,0.6245102082903691
1500000,414733.6754385965,cacherate-40,little,1291535.0877192982,5.027916666666667,4,0.6221385852753145
