frequency,power,task,island,voltage,time,howmany,time_rel
200000,66049.93859649122,decrypt,little,917497.2587719298,35.82208333333333,4,0.9997325456998
300000,97087.00438596492,decrypt,little,916526.8640350878,23.72125,4,0.6620191636820317
400000,127691.9100877193,decrypt,little,916239.0350877192,17.749583333333334,4,0.4953602493139215
500000,157759.79166666666,decrypt,little,915433.1140350878,14.18625,4,0.3959137634308572
600000,204677.68859649124,decrypt,little,951365.1315789474,11.81875,4,0.3298409228336201
700000,257913.76096491228,decrypt,little,987458.8815789474,10.13125,4,0.2827457091027489
800000,305271.2916666667,decrypt,little,1007998.903508772,8.871666666666668,4,0.2475929112981999
900000,369333.4364035088,decrypt,little,1044081.6885964912,7.897083333333334,4,0.2203939718126424
1000000,440915.9057017544,decrypt,little,1080633.2236842106,7.112916666666667,4,0.1985092329875808
1100000,519494.4539473684,decrypt,little,1117535.6359649124,6.477083333333333,4,0.1807642215917019
1200000,605452.8245614035,decrypt,little,1153796.600877193,5.952083333333334,4,0.1661123773198753
1300000,714766.0109649122,decrypt,little,1202645.285087719,5.500833333333333,4,0.1535187683148053
1400000,841348.2302631579,decrypt,little,1250625.0,5.12625,4,0.1430647937113353
1500000,958153.5065789474,decrypt,little,1286414.4736842106,4.78375,4,0.1335062095911437
