frequency,power,task,island,voltage,time,howmany,time_rel
200000,41454.03070175439,cacherate-100,little,917500.0,12.46,4,2.1770529994175893
300000,59605.44736842105,cacherate-100,little,917469.846491228,8.2725,4,1.4453989516598722
400000,68058.31359649122,cacherate-100,little,917453.399122807,6.199166666666667,4,1.0831391962725685
500000,80336.86842105263,cacherate-100,little,917168.3114035088,5.020833333333333,4,0.877256843331392
600000,98065.5548245614,cacherate-100,little,953755.4824561405,4.492916666666667,4,0.7850174723354689
700000,116786.9298245614,cacherate-100,little,990342.653508772,4.247083333333333,4,0.7420646476412348
800000,138419.94736842104,cacherate-100,little,1027502.7412280702,4.042916666666667,4,0.7063919627256844
900000,161494.5899122807,cacherate-100,little,1063829.495614035,3.922916666666667,4,0.6854251601630753
1000000,185646.3947368421,cacherate-100,little,1101077.3026315789,3.800416666666667,4,0.664021549213745
1100000,207191.7192982456,cacherate-100,little,1121655.701754386,3.7425,4,0.6539021549213746
1200000,234734.3969298245,cacherate-100,little,1157601.4254385964,3.641666666666667,4,0.63628421665696
1300000,277126.5460526316,cacherate-100,little,1206373.355263158,3.738333333333333,4,0.6531741409435061
1400000,319338.0197368421,cacherate-100,little,1255298.7938596492,3.7904166666666654,4,0.6622743156668607
1500000,362583.00657894736,cacherate-100,little,1292102.5219298245,3.711666666666666,4,0.6485148514851484
