frequency,power,task,island,voltage,time,howmany,time_rel
200000,9616.098684210529,idle,little,917944.0789473684,2.010833333333333,4,1.0004145936981756
300000,11763.331140350878,idle,little,917617.8728070176,2.0083333333333333,4,0.9991708126036484
400000,15157.129385964912,idle,little,917691.8859649122,2.00125,4,0.9956467661691544
500000,17272.660087719298,idle,little,917667.2149122808,2.000833333333333,4,0.9954394693200664
600000,22562.388157894737,idle,little,955027.4122807018,2.0,4,0.9950248756218908
700000,27596.08114035088,idle,little,991748.903508772,2.0,4,0.9950248756218908
800000,33661.79824561404,idle,little,1028725.3289473684,2.0,4,0.9950248756218908
900000,40566.44298245614,idle,little,1066250.0,2.0,4,0.9950248756218908
1000000,48393.43201754386,idle,little,1103662.2807017544,2.0,4,0.9950248756218908
1100000,57238.24561403509,idle,little,1139980.8114035088,2.0,4,0.9950248756218908
1200000,66910.81798245614,idle,little,1177047.6973684211,2.0,4,0.9950248756218908
1300000,80141.68421052632,idle,little,1226250.0,2.0,4,0.9950248756218908
1400000,95016.50438596492,idle,little,1275158.99122807,2.0,4,0.9950248756218908
1500000,110363.11622807015,idle,little,1312198.464912281,2.0,4,0.9950248756218908
