[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  28712       tick          5186         18344       1019826 
      2  28712       tick          2282          1724        983804 
      3  28712       tick          2777          1697        983659 
      4  28712       tick          2467          1768        984858 
      5  28712       tick          2420          1787        983804 
      6  28712       tick          1765          1844        979580 
      7  28712       tick          1934          1800        984212 
      8  28712       tick          2491          1803        982214 
      9  28712       tick          2253          1861        979595 
     10  28712       tick          2003          1726        987027 
     11  28712       tick          2502          1797        981908 
     12  28712       tick          2596          1820        980625 
     13  28712       tick          2522          1768        984781 
     14  28712       tick          2544          1870        980982 
     15  28712       tick          2427          1785        984926 
     16  28712       tick          2573          1773        982860 
     17  28712       tick          2383          1734        986116 
     18  28712       tick          2639          1804        982172 
     19  28712       tick          2441          1737        986711 
     20  28712       tick          2527          1776        984526 
     21  28712       tick          2759          1786        979743 
     22  28712       tick          2665          1826        980820 
     23  28712       tick          2616          1732        982571 
     24  28712       tick          2386          1729        986371 
     25  28712       tick          2566          1825        980404 
     26  28712       tick          2634          1778        982690 
     27  28712       tick          2343          1746        986133 
     28  28712       tick          2591          1822        982886 
     29  28712       tick          2620          1808        979987 
     30  28712       tick          2449          1772        984654 
     31  28712       tick          2609          1793        982642 
     32  28712       tick          2634          1794        982373 
     33  28712       tick          2529          1756        983787 
     34  28712       tick          2380          1766        985844 
     35  28712       tick          2609          1822        984407 
     36  28712       tick          2748          1821        981152 
     37  28712       tick          2411          1747        986456 
     38  28712       tick          2543          1779        984519 
     39  28712       tick          2384          1753        986167 
     40  28712       tick          2461          1740        986320 
     41  28712       tick          2794          1827        980312 
     42  28712       tick          2453          1770        984994 
     43  28712       tick          2515          1734        985362 
     44  28712       tick          2407          1708        986368 
     45  28712       tick          2572          1794        983481 
     46  28712       tick          2696          1927        977879 
     47  28712       tick          2603          1771        983566 
     48  28712       tick          2465          1743        986405 
     49  28712       tick          2560          1777        982827 
     50  28712       tick          2362          1786        984892 
     51  28712       tick          2675          1813        981441 
     52  28712       exit           971          1065        168322 
