,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,10.0,5.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0,996.0
mean,4.861,100000.0,900000.0,900000.0,900000.0,900000.0,41324.28112449799,0.0,0.0,0.0,3555930.7228915663,708009.0361445784,5017942.7710843375,41324.77008032129
std,0.012866839377079251,0.0,0.0,0.0,0.0,0.0,645.9475166423529,0.0,0.0,0.0,39311.182444764316,7846.704565445657,2899.2700436033733,646.1747732123824
min,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,38946.0,0.0,0.0,0.0,2946000.0,586000.0,5010000.0,38946.0
25%,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,40894.0,0.0,0.0,0.0,3553000.0,707000.0,5019000.0,40894.0
50%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,41381.0,0.0,0.0,0.0,3557000.0,708000.0,5019000.0,41381.0
75%,4.8675,100000.0,900000.0,900000.0,900000.0,900000.0,41868.0,0.0,0.0,0.0,3561000.0,709000.0,5019000.0,41868.0
max,4.89,100000.0,900000.0,900000.0,900000.0,900000.0,43329.0,0.0,0.0,0.0,3660000.0,728000.0,5019000.0,43329.0
