howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
3,cpu,cacherate-0,299999,1710000.0,1723000.0,1723000.0,1748000.0,1721114.0,1698000.0,11.1117153409,11.1206094146,11.45233660115,11.798119595,11.295602254066663,11.1106512956,1.0025585415287177
3,cpu,cacherate-0,399999,1748000.0,1760000.0,1760000.0,1798000.0,1757727.0,1735000.0,8.111073990775001,8.1166413618,8.117118078125,8.895090053,8.188455121736666,8.1103504157,0.7267789215281641
3,cpu,cacherate-0,599999,1835000.0,1835000.0,1848000.0,1923000.0,1839503.0,1810000.0,5.1089057635,5.1117016648,5.1118220099,5.91510164,5.197124262202221,5.1083580058,0.4612787528510138
3,cpu,cacherate-0,1199999,2070000.0,2073000.0,2085000.0,2223000.0,2074366.0,2048000.0,2.1052764716,2.1061635977,2.1061929836,2.106256861,2.1058481490488887,2.1046647239,0.1869077895542322
