,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,5.0,5.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0
mean,4.859999999999999,100000.0,900000.0,900000.0,900000.0,900000.0,42476.13941825477,0.0,0.0,0.0,3244949.849548646,646239.7191574724,5017618.856569709,42478.58174523571
std,0.012247448713915992,0.0,0.0,0.0,0.0,0.0,549.1227922649011,0.0,0.0,0.0,14825.744611674474,2995.597023545388,3245.5043816415478,549.2284736362222
min,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,40894.0,0.0,0.0,0.0,3076000.0,612000.0,5010000.0,40894.0
25%,4.85,100000.0,900000.0,900000.0,900000.0,900000.0,42355.0,0.0,0.0,0.0,3240000.0,646000.0,5019000.0,42355.0
50%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,42355.0,0.0,0.0,0.0,3244000.0,646000.0,5019000.0,42355.0
75%,4.86,100000.0,900000.0,900000.0,900000.0,900000.0,42842.0,0.0,0.0,0.0,3248000.0,647000.0,5019000.0,42842.0
max,4.88,100000.0,900000.0,900000.0,900000.0,900000.0,43816.0,0.0,0.0,0.0,3355000.0,668000.0,5019000.0,43816.0
