,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,30.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,3.26140998618,100000.0,399999.0,399999.0,399999.0,399999.0,28.521848227000003,1835400.0,1814089.496
std,0.06086651949338077,0.0,0.0,0.0,0.0,0.0,0.6310199379879242,48655.47610860832,51384.58977853859
min,3.1697921196,100000.0,399999.0,399999.0,399999.0,399999.0,26.392065,1648000.0,1630232.0
25%,3.1702497887499996,100000.0,399999.0,399999.0,399999.0,399999.0,28.117341,1848000.0,1826552.25
50%,3.2993473315,100000.0,399999.0,399999.0,399999.0,399999.0,28.5292315,1848000.0,1833481.0
75%,3.3003967137499997,100000.0,399999.0,399999.0,399999.0,399999.0,28.956664,1861000.0,1839423.25
max,3.309399056,100000.0,399999.0,399999.0,399999.0,399999.0,30.448795,1923000.0,1883081.0
