,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,102.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,2.2015344740990197,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.402291251,2047690.0,2028770.626
std,0.23969208309172474,0.0,0.0,0.0,0.0,0.0,0.6160483234914439,22028.734987855412,20053.26222263834
min,2.1134341181,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.62521,1635000.0,1600694.0
25%,2.1144143547749996,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.977454,2035000.0,2022037.0
50%,2.11443816895,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.412658,2048000.0,2026063.0
75%,2.1144899651,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.820662749999997,2060000.0,2033978.5
max,2.856793962,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.339994,2260000.0,2211953.0
