,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,5.0,5.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,16.055504117199998,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,31.576333362999996,1646125.0,1623981.032
std,0.011901682828136022,0.0,0.0,0.0,0.0,0.0,0.0,0.6022657490864559,8085.465339097667,6541.203794260966
min,16.045521814,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,29.500671,1635000.0,1611541.0
25%,16.047470228,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,31.179318,1635000.0,1618349.75
50%,16.05229365,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,31.567893,1648000.0,1623621.5
75%,16.056984599,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,31.972012,1648000.0,1628721.0
max,16.075250295,1.0,100000.0,299999.0,299999.0,299999.0,299999.0,33.650659,1673000.0,1650123.0
