howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
1,cpu,gzip-1,600000,3068000.0,3068000.0,3072000.0,3164000.0,3068930.7228915663,2893000.0,6.95,6.96,6.98,7.0,6.965999999999999,6.94,1.0
1,cpu,gzip-1,700000,3164000.0,3164000.0,3168000.0,3293000.0,3165764.0562249,2889000.0,5.98,6.0,6.01,6.01,5.994,5.97,0.8604651162790699
1,cpu,gzip-1,800000,3236000.0,3236000.0,3240000.0,3374000.0,3235627.2545090183,2916000.0,5.21,5.21,5.23,5.25,5.218,5.19,0.7490668963537181
1,cpu,gzip-1,900000,3305000.0,3309000.0,3309000.0,3446000.0,3305825.301204819,2942000.0,4.64,4.64,4.65,4.67,4.648,4.64,0.6672408842951478
1,cpu,gzip-1,1000000,3374000.0,3377000.0,3381000.0,3450000.0,3375480.0,2973000.0,4.17,4.19,4.19,4.2,4.18,4.15,0.6000574217628482
1,cpu,gzip-1,1100000,3446000.0,3446000.0,3450000.0,3568000.0,3444562.124248497,2996000.0,3.8,3.8,3.81,3.82,3.804,3.79,0.5460809646856158
1,cpu,gzip-1,1200000,3515000.0,3519000.0,3522000.0,3629000.0,3516609.609609609,3022000.0,3.48,3.49,3.49,3.51,3.4880000000000004,3.47,0.5007177720356016
1,cpu,gzip-1,1300000,3587000.0,3591000.0,3591000.0,3694000.0,3587025.025025025,3053000.0,3.21,3.23,3.23,3.24,3.224,3.21,0.4628194085558427
1,cpu,gzip-1,1400000,3660000.0,3664000.0,3668000.0,3790000.0,3658441.0,3076000.0,2.99,2.99,3.0,3.0,2.992,2.98,0.4295147861039334
1,cpu,gzip-1,1500000,3736000.0,3736000.0,3740000.0,3797000.0,3731987.987987988,3103000.0,2.79,2.79,2.8,2.81,2.794,2.78,0.4010910134941143
