howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,voltage_25%,voltage_50%,voltage_75%,voltage_max,voltage_mean,voltage_min,time
0,little,cacherate-80,1400000,93075.0,93075.0,93075.0,103275.0,93324.00438596492,91800.0,2.0,2.0,2.0,2.0,2.0,2.0,,1275000.0,1275000.0,1275000.0,1276250.0,1275098.6842105263,1275000.0,
1,little,cacherate-80,1400000,166763.0,166763.0,167025.0,174675.0,166313.35307017545,94350.0,2.88,2.95,2.96,2.96,2.916666666666666,2.82,0.4774897680763982,1273750.0,1273750.0,1275000.0,1275000.0,1274366.7763157894,1273750.0,
2,little,cacherate-80,1400000,225704.0,226416.0,227509.0,239136.0,226126.6929824561,107100.0,3.13,3.24,3.24,3.26,3.1983333333333337,3.09,0.5236016371077763,1268750.0,1270000.0,1272500.0,1275000.0,1270123.355263158,1261250.0,
3,little,cacherate-80,1400000,275064.0,275064.0,276320.0,293670.0,275477.1469298245,112024.0,3.65,3.65,3.6675,3.67,3.655555555555556,3.64,0.5984538426557526,1256250.0,1256250.0,1256250.0,1273750.0,1256332.2368421052,1255000.0,
4,little,cacherate-80,1400000,327555.0,327555.0,327816.0,350424.0,327629.7609649123,212856.0,3.955,4.05,4.06,4.08,4.007916666666667,3.84,0.6561391541609822,1255000.0,1255000.0,1256250.0,1267500.0,1255422.149122807,1255000.0,
