[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   5587       tick          4550        123066       2136646 
      2   5587       tick          2373        115478       2088994 
      3   5587       tick          2682        115461       2088930 
      4   5587       tick          2731        115598       2091500 
      5   5587       tick          3292        115503       2089661 
      6   5587       tick          1759        115541       2090417 
      7   5587       tick          2578        115546       2090382 
      8   5587       tick          2123        115523       2089868 
      9   5587       tick          2298        115671       2092640 
     10   5587       tick          1820        115631       2091947 
     11   5587       tick          3000        115468       2089042 
     12   5587       tick          2774        115493       2089651 
     13   5587       tick          3111        115511       2089826 
     14   5587       tick          2792        115592       2091188 
     15   5587       tick          3163        115474       2089322 
     16   5587       tick          3356        115411       2088133 
     17   5587       tick          3392        115451       2088852 
     18   5587       tick          2868        115576       2090840 
     19   5587       tick          2907        115468       2089023 
     20   5587       tick          2744        115645       2092211 
     21   5587       tick          2763        115427       2088230 
     22   5587       tick          2756        115580       2091265 
     23   5587       tick          2977        115598       2091322 
     24   5587       tick          2782        115582       2091170 
     25   5587       tick          2637        115635       2092100 
     26   5587       exit          2525         70818       1278759 
