[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  26361       tick          2645         16495         70584 
      2  26361       tick             0             0             0 
      3  26361       tick             0             0             0 
      4  26361       tick             0             0             0 
      5  26361       tick             0             0             0 
      6  26361       tick             0             0             0 
      7  26361       tick             0             0             0 
      8  26361       tick             0             0             0 
      9  26361       tick             0             0             0 
     10  26361       tick             0             0             0 
     11  26361       tick             0             0             0 
     12  26361       tick             0             0             0 
     13  26361       tick             0             0             0 
     14  26361       tick             0             0             0 
     15  26361       tick             0             0             0 
     16  26361       tick             0             0             0 
     17  26361       tick             0             0             0 
     18  26361       tick             0             0             0 
     19  26361       tick             0             0             0 
     20  26361       exit           167           145           341 
