howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
4,cpu,gzip-1,600000,3724000.0,3725000.0,3733000.0,3748000.0,3728112.2448979593,3706000.0,7.34,7.345,7.3525,7.36,7.3475,7.34,1.054766006316394
4,cpu,gzip-1,700000,3973000.0,3977000.0,3977000.0,3988000.0,3975424.769703173,3950000.0,6.297499999999999,6.31,6.3225,19.81,8.4265,6.27,1.2096612115991965
4,cpu,gzip-1,800000,4168000.0,4171000.0,4175000.0,4194000.0,4170366.731557377,4118000.0,5.53,5.53,5.5425,5.58,5.539500000000001,5.5,0.7952196382428943
4,cpu,gzip-1,900000,4370000.0,4374000.0,4374000.0,4393000.0,4369371.926229509,4282000.0,4.9375,4.94,4.95,20.19,7.2495,4.91,1.0406976744186047
4,cpu,gzip-1,1000000,4572000.0,4580000.0,4580000.0,4595000.0,4575950.852557673,4538000.0,4.45,4.47,4.48,18.06,6.4765,4.43,0.929730117714614
4,cpu,gzip-1,1100000,4771000.0,4778000.0,4786000.0,4843000.0,4746334.337349397,4305000.0,4.05,4.08,4.1,11.48,5.138499999999999,4.03,0.7376543209876543
4,cpu,gzip-1,1200000,4984000.0,5000000.0,5007000.0,5015000.0,4991868.473895582,4912000.0,3.72,3.74,3.77,14.85,5.388999999999999,3.71,0.7736146999712891
4,cpu,gzip-1,1300000,5201000.0,5213000.0,5221000.0,5236000.0,5204473.8955823295,5122000.0,3.46,3.47,3.48,3.63,3.482,3.46,0.4998564455928798
4,cpu,gzip-1,1400000,5427000.0,5442000.0,5450000.0,5477000.0,5435953.861584755,5297000.0,3.22,3.23,3.2325,3.32,3.2455,3.22,0.4659058283089291
4,cpu,gzip-1,1500000,5606000.0,5641000.0,5660000.0,5675000.0,5630828.485456369,5496000.0,3.03,3.04,3.05,3.06,3.0354999999999994,3.01,0.4357594028136663
