[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   7873       tick         14973        185573       7137335 
      2   7873       tick           270          3761       1204183 
      3   7873       tick           303          3777       1203254 
      4   7873       tick           283          3696       1204946 
      5   7873       tick           229          3631       1205322 
      6   7873       tick           239          3646       1205761 
      7   7873       tick           222          3694       1202403 
      8   7873       tick           256          3604       1205788 
      9   7873       tick           237          3730       1205079 
     10   7873       tick           270          3694       1204450 
     11   7873       tick           218          3665       1205965 
     12   7873       tick           245          3722       1205587 
     13   7873       tick           221          3654       1205291 
     14   7873       tick           205          3698       1206429 
     15   7873       tick           275          3651       1204802 
     16   7873       tick           214          3751       1205724 
     17   7873       tick           232          3604       1205984 
     18   7873       tick           191          3654       1205724 
     19   7873       tick           192          3702       1206353 
     20   7873       tick           229          3650       1206259 
     21   7873       tick           269          3609       1205812 
     22   7873       tick           232          3661       1205606 
     23   7873       tick           203          3717       1205559 
     24   7873       tick           195          3645       1206302 
     25   7873       tick           232          3661       1205491 
     26   7873       tick           291          3771       1203743 
     27   7873       tick           242          3774       1202593 
     28   7873       tick           298          3717       1203379 
     29   7873       tick           235          3660       1206125 
     30   7873       tick           255          3634       1205835 
     31   7873       tick           223          3685       1206163 
     32   7873       tick           235          3603       1206230 
     33   7873       tick           219          3725       1204943 
     34   7873       tick           239          3619       1206060 
     35   7873       tick           297          3712       1205569 
     36   7873       tick           287          3644       1205136 
     37   7873       tick           217          3667       1205826 
     38   7873       tick           218          3648       1205843 
     39   7873       tick           172          3669       1205899 
     40   7873       tick           226          3719       1206365 
     41   7873       tick           248          3654       1206223 
     42   7873       tick           236          3681       1206325 
     43   7873       exit          2442          3094        388023 
