,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,60.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,4.291089013809999,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.846682023,2111912.0,2087255.893
std,0.2988452545696659,0.0,0.0,0.0,0.0,0.0,0.6282453351434041,15895.68900453607,13559.767506575596
min,4.1166750285,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,26.920528,2085000.0,2061277.0
25%,4.11958759925,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.428201,2098000.0,2080168.5
50%,4.12111198985,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,28.878949,2111000.0,2084447.5
75%,4.28660312515,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.236439,2123000.0,2092212.25
max,4.847456344,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.821828,2273000.0,2247286.0
