howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,time
0,cpu,idle,1199999,1623000.0,1635000.0,1648000.0,1798000.0,1636175.0,1610000.0,2.00140256475,2.001425887,2.00146021,2.001604174,2.00143256438,2.001360631,,
1,cpu,idle,1199999,1623000.0,1635000.0,1648000.0,1798000.0,1636175.0,1610000.0,2.00140256475,2.001425887,2.00146021,2.001604174,2.00143256438,2.001360631,0.9984634396357625,
2,cpu,idle,1199999,1610000.0,1623000.0,1635000.0,1785000.0,1622826.0,1610000.0,2.0012496365,2.0014397285,2.001484128,2.00164894,2.00139217088,2.001224057,0.9984432883532928,
3,cpu,idle,1199999,1610000.0,1623000.0,1635000.0,1798000.0,1622822.0,1610000.0,2.00124054075,2.0014053595,2.0015243995,2.001732547,2.0013826006933337,2.001172361,0.9984385140323054,
4,cpu,idle,1199999,1610000.0,1623000.0,1635000.0,1786000.0,1622586.0,1610000.0,2.001218526,2.001266971,2.0014965465,2.1998507117,2.0023419231435,2.001184103,0.9989170954296304,
