,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,11.712854377724998,100000.0,399999.0,399999.0,399999.0,399999.0,27.596587208000003,1797375.0,1770376.877
std,0.5966872957666544,0.0,0.0,0.0,0.0,0.0,0.5847777618358846,9587.924869506607,9118.874732238253
min,11.1004022905,100000.0,399999.0,399999.0,399999.0,399999.0,25.692628,1648000.0,1633824.0
25%,11.102926407550001,100000.0,399999.0,399999.0,399999.0,399999.0,27.200302,1798000.0,1768894.75
50%,12.0292926385,100000.0,399999.0,399999.0,399999.0,399999.0,27.604421,1798000.0,1770724.0
75%,12.126084960975,100000.0,399999.0,399999.0,399999.0,399999.0,27.992997,1798000.0,1772813.75
max,12.740489504,100000.0,399999.0,399999.0,399999.0,399999.0,29.842617,1823000.0,1812035.0
