,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,10.0,5.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
mean,4.68,100000.0,900000.0,900000.0,900000.0,900000.0,41993.89779559118,0.0,0.0,0.0,3638953.9078156315,724367.7354709419,5018044.088176353,41993.40981963928
std,0.01999999999999992,0.0,0.0,0.0,0.0,0.0,688.6015552413404,0.0,0.0,0.0,25219.913001334953,6668.842588228036,2774.37408706277,690.2432910113114
min,4.66,100000.0,900000.0,900000.0,900000.0,900000.0,39433.0,0.0,0.0,0.0,3320000.0,585000.0,5010000.0,39433.0
25%,4.67,100000.0,900000.0,900000.0,900000.0,900000.0,41381.0,0.0,0.0,0.0,3641000.0,724000.0,5019000.0,41381.0
50%,4.675,100000.0,900000.0,900000.0,900000.0,900000.0,41868.0,0.0,0.0,0.0,3641000.0,725000.0,5019000.0,41868.0
75%,4.68,100000.0,900000.0,900000.0,900000.0,900000.0,42355.0,0.0,0.0,0.0,3645000.0,726000.0,5019000.0,42355.0
max,4.72,100000.0,900000.0,900000.0,900000.0,900000.0,43816.0,0.0,0.0,0.0,3656000.0,728000.0,5019000.0,43816.0
