[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  26563       tick          2749         84595       1439777 
      2  26563       tick          1084         76597       1384174 
      3  26563       tick          1570         76447       1381878 
      4  26563       tick          1351         76593       1384527 
      5  26563       tick          1132         76614       1385191 
      6  26563       tick          1356         76585       1384345 
      7  26563       tick          1201         76168       1377253 
      8  26563       tick          1249         76565       1383997 
      9  26563       tick          1405         76665       1385695 
     10  26563       tick          1558         76588       1384191 
     11  26563       tick          1486         76641       1385099 
     12  26563       tick          1246         76669       1385894 
     13  26563       tick          1388         76478       1382203 
     14  26563       tick          1569         76593       1384669 
     15  26563       tick          1763         76628       1385181 
     16  26563       tick          1414         76660       1385721 
     17  26563       tick          1373         74496       1346700 
     18  26563       tick          1449         78782       1423975 
     19  26563       tick          1301         76619       1384802 
     20  26563       tick          1411         76575       1384084 
     21  26563       tick          1538         76503       1382715 
     22  26563       tick          1334         76693       1386316 
     23  26563       tick          1392         76654       1385455 
     24  26563       tick          1359         76697       1386348 
     25  26563       tick          1417         76644       1385706 
     26  26563       tick          1473         76663       1385876 
     27  26563       tick          1469         76603       1384493 
     28  26563       tick          1457         76687       1386364 
     29  26563       tick          1428         76657       1385433 
     30  26563       tick          1372         76613       1384389 
     31  26563       tick          1345         76631       1384793 
     32  26563       tick          1364         76647       1385070 
     33  26563       tick          1408         76494       1382265 
     34  26563       tick          1353         76651       1385265 
     35  26563       tick          1432         76677       1385993 
     36  26563       tick          1363         76662       1385669 
     37  26563       tick          1343         76652       1385141 
     38  26563       tick          1433         76645       1385404 
     39  26563       exit          1560         50611        910989 
