,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,15.0,15.0,5.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
mean,9.343157893559999,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.278288951000004,1859301.0,1835700.488
std,0.22299726725315822,0.0,0.0,0.0,0.0,0.0,0.0,0.6067340213187804,10883.23682751799,9030.207404574141
min,9.1377053322,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,26.283263,1835000.0,1813236.0
25%,9.14451175225,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,27.899738,1848000.0,1829036.75
50%,9.146781311,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.272771,1860000.0,1834102.0
75%,9.550711045,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,28.692433,1861000.0,1841638.5
max,9.625139967,2.0,100000.0,599999.0,599999.0,599999.0,599999.0,30.137935,1923000.0,1913691.0
