[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   4103       tick       1465126          2256       3194900 
      2   4103       tick       2079854             8       4157559 
      3   4103       tick       2076369             9       4150529 
      4   4103       tick       2079118             8       4156038 
      5   4103       tick       2080786            13       4159401 
      6   4103       tick       2078790             9       4155377 
      7   4103       tick       2080221            11       4158388 
      8   4103       tick       2078494             9       4154913 
      9   4103       tick       2080167            13       4158188 
     10   4103       tick       2078384            10       4154529 
     11   4103       tick       2076288             9       4150464 
     12   4103       tick       2074653            10       4147132 
     13   4103       tick       2077043             8       4151875 
     14   4103       tick       2078862             9       4155574 
     15   4103       tick       2080110            10       4158098 
     16   4103       tick       2077801            10       4153297 
     17   4103       tick       2080316            10       4158497 
     18   4103       tick       2080014            11       4157847 
     19   4103       tick       2081394             9       4160675 
     20   4103       tick       2077521            12       4152964 
     21   4103       tick       2077880             9       4153604 
     22   4103       exit        881694            98       1762345 
