,time,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,hwmon_cpu_thermal_mC,hwmon_cpu_thermal_uA,hwmon_cpu_thermal_uV,hwmon_cpu_thermal_uW,sensor_cpu_uW,smartpower_uA,smartpower_uV,thermal_zone_temp0
count,8.0,4.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
mean,2.0,100000.0,700000.0,700000.0,700000.0,700000.0,38340.9025,0.0,0.0,0.0,2901336.25,577218.75,5017942.5,38342.12
std,0.0,0.0,0.0,0.0,0.0,0.0,549.4224984891478,0.0,0.0,0.0,18471.38804090524,3753.4662745044484,2899.9492896174825,549.683113262776
min,2.0,100000.0,700000.0,700000.0,700000.0,700000.0,36998.0,0.0,0.0,0.0,2885000.0,575000.0,5010000.0,36998.0
25%,2.0,100000.0,700000.0,700000.0,700000.0,700000.0,37972.0,0.0,0.0,0.0,2893000.0,576000.0,5019000.0,37972.0
50%,2.0,100000.0,700000.0,700000.0,700000.0,700000.0,38459.0,0.0,0.0,0.0,2897000.0,576000.0,5019000.0,38459.0
75%,2.0,100000.0,700000.0,700000.0,700000.0,700000.0,38459.0,0.0,0.0,0.0,2904000.0,578000.0,5019000.0,38459.0
max,2.0,100000.0,700000.0,700000.0,700000.0,700000.0,39920.0,0.0,0.0,0.0,3064000.0,610000.0,5019000.0,39920.0
