[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  11475       tick         15108        194470       6916378 
      2  11475       tick           180          3167       1009324 
      3  11475       tick           166          3041       1008186 
      4  11475       tick           178          3001       1009262 
      5  11475       tick           186          2962       1009047 
      6  11475       tick           177          2961       1007497 
      7  11475       tick           191          2976       1007818 
      8  11475       tick           199          2980       1007752 
      9  11475       tick           155          2941       1009116 
     10  11475       tick           202          2996       1008302 
     11  11475       tick           154          2935       1009595 
     12  11475       tick           191          2827       1009717 
     13  11475       tick           144          2868        993757 
     14  11475       tick           180          3000       1019669 
     15  11475       tick           183          2875       1008901 
     16  11475       tick           199          2866       1008125 
     17  11475       tick           209          2797       1007854 
     18  11475       tick           174          2843       1009024 
     19  11475       tick           153          2880       1008249 
     20  11475       tick           200          2796       1008605 
     21  11475       tick           153          2900       1008740 
     22  11475       tick           143          2794       1008782 
     23  11475       tick           186          2868       1009513 
     24  11475       tick           181          2737        979537 
     25  11475       tick           181          2939       1037443 
     26  11475       tick           187          2837       1008865 
     27  11475       tick           136          2838       1008798 
     28  11475       tick           191          2830       1009449 
     29  11475       tick           156          2844       1008859 
     30  11475       tick           160          2887       1009613 
     31  11475       tick           266          2891       1005232 
     32  11475       tick           154          2935       1009455 
     33  11475       tick           134          2976       1009883 
     34  11475       tick           165          3097       1005507 
     35  11475       tick           176          3031       1009728 
     36  11475       tick           203          2928       1009246 
     37  11475       tick           165          2856       1009314 
     38  11475       tick           181          2928       1008559 
     39  11475       tick           155          3003       1009672 
     40  11475       tick           152          3008       1009456 
     41  11475       tick           145          2988       1009830 
     42  11475       tick           161          2980       1009793 
     43  11475       tick           132          2979       1009852 
     44  11475       tick           173          3114       1009912 
     45  11475       tick           197          3077       1009134 
     46  11475       tick           159          2914       1009071 
     47  11475       tick           154          2933       1009194 
     48  11475       tick           142          2915       1009073 
     49  11475       tick           148          2823       1009855 
     50  11475       tick           153          2796       1010053 
     51  11475       tick           182          2856       1009953 
     52  11475       tick           167          2848       1009565 
     53  11475       tick           156          2925       1010042 
     54  11475       exit          2503          4452        891158 
