[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  26379       tick          2636         16487         70584 
      2  26379       tick             0             0             0 
      3  26379       tick             0             0             0 
      4  26379       tick             0             0             0 
      5  26379       tick             0             0             0 
      6  26379       tick             0             0             0 
      7  26379       tick             0             0             0 
      8  26379       tick             0             0             0 
      9  26379       tick             0             0             0 
     10  26379       tick             0             0             0 
     11  26379       tick             0             0             0 
     12  26379       tick             0             0             0 
     13  26379       tick             0             0             0 
     14  26379       tick             0             0             0 
     15  26379       tick             0             0             0 
     16  26379       tick             0             0             0 
     17  26379       tick             0             0             0 
     18  26379       tick             0             0             0 
     19  26379       tick             0             0             0 
     20  26379       exit           156           146           341 
