[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1   8097       tick       1244636          2304       2739357 
      2   8097       tick       2114641            26       4226506 
      3   8097       tick       2113611            22       4224436 
      4   8097       tick       2103855            22       4205000 
      5   8097       tick       2103229            23       4203774 
      6   8097       tick       2105873            20       4209076 
      7   8097       tick       2115116            19       4227364 
      8   8097       tick       2108505            24       4214257 
      9   8097       tick       2103962            19       4205299 
     10   8097       tick       2103577            25       4204503 
     11   8097       tick       2107786            20       4212890 
     12   8097       tick       2107548            16       4212562 
     13   8097       tick       2101632            22       4200815 
     14   8097       tick       2102760            21       4202907 
     15   8097       tick       2115554            27       4228521 
     16   8097       tick       2115185            22       4227558 
     17   8097       tick       2111657            25       4220524 
     18   8097       tick       2111615            22       4220491 
     19   8097       tick       2101936            18       4201219 
     20   8097       tick       2107654            21       4212667 
     21   8097       tick       2104444            17       4206252 
     22   8097       exit        528464            93       1056083 
