howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel,time
0,cpu,gzip-5,1100000,3000000.0,3000000.0,3003000.0,3164000.0,3003434.2928660824,2996000.0,2.0,2.0,2.0,2.0,2.0,2.0,,
1,cpu,gzip-5,1100000,3458000.0,3458000.0,3461000.0,3587000.0,3455797.7977977977,2996000.0,3.94,3.95,3.95,3.96,3.948,3.94,0.5450529222273355,
2,cpu,gzip-5,1100000,3885000.0,3889000.0,3889000.0,3923000.0,3881375.375375375,2996000.0,3.97,3.97,3.98,3.99,3.975,3.96,0.5487804878048781,
3,cpu,gzip-5,1100000,4335000.0,4343000.0,4343000.0,4492000.0,4328785.998,2996000.0,4.05,4.06,4.06,4.08,4.0586666666666655,4.05,0.560331339162448,
4,cpu,gzip-5,1100000,4824000.0,4828000.0,4835000.0,4843000.0,4826098.393574297,4736000.0,4.2,4.21,4.23,4.24,4.2145,4.2,0.5818453750575242,
