,time,cpu_freq_0,cpu_freq_1,cpu_freq_2,cpu_freq_3,cpu_freq_4,cpu_freq_5,cpu_freq_6,cpu_freq_7,cpu_temp_0,cpu_temp_1,cpu_temp_2,cpu_temp_3,cpu_temp_4,cpu_temp_5,cpu_temp_6,cpu_temp_7,fan_speed,gpu_temp,sensor_big_uA,sensor_big_uV,sensor_big_uW,sensor_gpu_uA,sensor_gpu_uV,sensor_gpu_uW,sensor_little_uA,sensor_little_uV,sensor_little_uW,sensor_mem_uA,sensor_mem_uV,sensor_mem_uW
count,6.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0,456.0
mean,2.6350000000000002,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,25859.64912280702,26208.333333333332,26583.333333333332,24896.929824561405,255.0,24304.824561403508,219407.30263157896,914457.2368421053,200135.43859649124,48630.666666666664,1021502.1929824562,49017.68421052631,13167.037280701754,918445.7236842106,11425.63596491228,138597.5899122807,1224353.0701754387,168948.99780701756
std,0.012247448713915848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.280169236221,845.425094105675,917.2741909548864,951.754541440437,0.0,844.6722310724215,9187.949781259043,625.7586488732505,8390.87458254249,189.64464938482456,502.18819426201196,19.28402665966126,1829.3410717656927,537.0230542950821,1724.2270238644796,13979.838778984667,1304.9194339615449,17187.43931531331
min,2.62,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,23000.0,23000.0,24000.0,22000.0,255.0,21000.0,63294.0,913750.0,57708.0,48184.0,1021250.0,49008.0,12017.0,917500.0,11004.0,33761.0,1215000.0,40095.0
25%,2.63,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,25000.0,26000.0,26000.0,24000.0,255.0,24000.0,219474.0,913750.0,199947.0,48488.0,1021250.0,49008.0,12749.0,918750.0,11016.0,142779.0,1223750.0,173950.0
50%,2.63,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,26000.0,26000.0,27000.0,25000.0,255.0,24000.0,220296.0,915000.0,201300.0,48792.0,1021250.0,49008.0,12993.0,918750.0,11016.0,142961.0,1225000.0,173950.0
75%,2.645,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,27000.0,27000.0,27000.0,26000.0,255.0,25000.0,221118.0,915000.0,201773.0,48792.0,1021250.0,49008.0,12993.0,918750.0,11016.0,143234.0,1225000.0,175175.0
max,2.65,200000.0,200000.0,200000.0,200000.0,400000.0,400000.0,400000.0,400000.0,-1.0,-1.0,-1.0,-1.0,27000.0,27000.0,28000.0,26000.0,255.0,26000.0,241120.0,916250.0,220033.0,48944.0,1022500.0,49056.0,25742.0,918750.0,22950.0,146965.0,1225000.0,178850.0
