[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  11585       tick         15460        259654       6947610 
      2  11585       tick           216          4041        967146 
      3  11585       tick           220          3980        965462 
      4  11585       tick           263          4094        963428 
      5  11585       tick           252          4026        966582 
      6  11585       tick           298          4103        965249 
      7  11585       tick           233          4094        965431 
      8  11585       tick           194          4145        963738 
      9  11585       tick           200          4103        964648 
     10  11585       tick           267          4091        965324 
     11  11585       tick           186          4076        966135 
     12  11585       tick           226          4100        966247 
     13  11585       tick           206          4024        966886 
     14  11585       tick           216          4073        966851 
     15  11585       tick           198          4118        966561 
     16  11585       tick           201          4172        965981 
     17  11585       tick           266          4071        964953 
     18  11585       tick           219          4020        966116 
     19  11585       tick           177          4088        966035 
     20  11585       tick           174          4132        965470 
     21  11585       tick           194          4161        966453 
     22  11585       tick           202          4104        966093 
     23  11585       tick           220          4154        965783 
     24  11585       tick           243          4106        963365 
     25  11585       tick           240          4168        965847 
     26  11585       tick           225          4025        966632 
     27  11585       tick           227          4086        966128 
     28  11585       tick           191          4125        966758 
     29  11585       tick           180          4055        966960 
     30  11585       tick           194          4164        966458 
     31  11585       tick           234          4125        965624 
     32  11585       tick           171          4096        966970 
     33  11585       tick           192          4020        967388 
     34  11585       tick           171          4082        966936 
     35  11585       tick           248          4103        965899 
     36  11585       tick           228          4064        966738 
     37  11585       tick           209          4024        966041 
     38  11585       tick           192          4114        965380 
     39  11585       tick           152          4115        966571 
     40  11585       tick           169          4079        966459 
     41  11585       tick           161          4212        966562 
     42  11585       tick           221          4117        966546 
     43  11585       tick           195          4147        966583 
     44  11585       tick           216          4203        963544 
     45  11585       tick           197          4014        966499 
     46  11585       tick           230          4127        965877 
     47  11585       tick           191          4116        966396 
     48  11585       tick           214          4118        966381 
     49  11585       tick           183          4055        966093 
     50  11585       tick           186          4082        966352 
     51  11585       tick           270          4120        966535 
     52  11585       tick           198          4000        966362 
     53  11585       exit          2406          5323        873915 
