[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  12945       tick          3090          7431        303018 
      2  12945       tick          1946        159105       4249934 
      3  12945       tick           460        158450       4205277 
      4  12945       tick           384        155611       4179854 
      5  12945       tick           472        152750       4180569 
      6  12945       tick           381        155359       4157919 
      7  12945       tick           442        158162       4202534 
      8  12945       tick           422        153785       4170639 
      9  12945       tick           433        155141       4170111 
     10  12945       tick           495        158114       4202396 
     11  12945       tick           398        153228       4190211 
     12  12945       tick           493        153833       4180899 
     13  12945       tick           341        160483       4197215 
     14  12945       tick           593        153549       4175290 
     15  12945       tick           407        153573       4171611 
     16  12945       tick           265        159026       4206836 
     17  12945       tick           400        154605       4162132 
     18  12945       tick           506        153297       4172017 
     19  12945       tick           397        156056       4187402 
     20  12945       tick           337        157300       4192275 
     21  12945       tick           493        153526       4189009 
     22  12945       tick           373        155721       4172439 
     23  12945       tick           357        157513       4211692 
     24  12945       tick           440        152995       4177094 
     25  12945       tick           523        153526       4172749 
     26  12945       tick           494        159301       4185952 
     27  12945       tick           400        153296       4189266 
     28  12945       tick           375        154459       4172674 
     29  12945       tick           340        159260       4203037 
     30  12945       tick           572        154172       4185684 
     31  12945       tick           505        153711       4170992 
     32  12945       tick           444        155483       4184242 
     33  12945       tick           645        155980       4183004 
     34  12945       tick           481        151806       4123346 
     35  12945       tick           359        156523       4209813 
     36  12945       tick           520        158907       4206502 
     37  12945       tick           375        154048       4181888 
     38  12945       tick           407        155468       4166886 
     39  12945       tick           400        157581       4212615 
     40  12945       tick           466        154059       4177849 
     41  12945       tick           434        152913       4170586 
     42  12945       tick           410        158681       4204999 
     43  12945       tick           455        152803       4172108 
     44  12945       tick           495        154108       4178496 
     45  12945       tick           376        157272       4214583 
     46  12945       tick           509        154757       4167580 
     47  12945       tick           579        153147       4185379 
     48  12945       tick           467        153937       4174258 
     49  12945       tick           666        158126       4197992 
     50  12945       tick           581        153903       4172044 
     51  12945       tick           406        155041       4160674 
     52  12945       tick           444        158843       4201234 
     53  12945       tick           435        153611       4185714 
     54  12945       tick           539        154872       4163749 
     55  12945       tick           423        157864       4201159 
     56  12945       tick           944        154299       4176215 
     57  12945       tick           527        153210       4174880 
     58  12945       tick           405        160090       4192649 
     59  12945       tick           428        154635       4181604 
     60  12945       tick           494        153656       4160174 
     61  12945       tick           296        156455       4204065 
     62  12945       tick           406        157143       4184700 
     63  12945       tick           436        153620       4181090 
     64  12945       tick           503        154630       4162523 
     65  12945       tick           425        158916       4210214 
     66  12945       tick           587        153657       4163510 
     67  12945       tick           513        153960       4167407 
     68  12945       tick           382        158418       4208767 
     69  12945       tick           797        153413       4173765 
     70  12945       tick           297        153029       4184339 
     71  12945       tick           291        158481       4205907 
     72  12945       tick           542        154366       4176269 
     73  12945       tick           399        153114       4183163 
     74  12945       tick           303        156665       4202516 
     75  12945       tick           520        154933       4165405 
     76  12945       tick           526        153725       4184681 
     77  12945       tick           509        153631       4156792 
     78  12945       tick           417        158332       4212950 
     79  12945       tick           489        153578       4183129 
     80  12945       tick           423        153957       4178751 
     81  12945       tick           359        159322       4208795 
     82  12945       tick           342        153516       4184945 
     83  12945       tick           375        154492       4173857 
     84  12945       tick           435        157574       4191913 
     85  12945       tick           378        153757       4182587 
     86  12945       tick           525        153279       4159153 
     87  12945       tick           415        157535       4214175 
     88  12945       tick           756        155791       4169520 
     89  12945       tick           449        153921       4184133 
     90  12945       tick           246        154156       4178019 
     91  12945       tick           392        158161       4212331 
     92  12945       tick           494        153481       4179824 
     93  12945       tick           622        154585       4165452 
     94  12945       tick           428        158272       4191887 
     95  12945       tick           400        153376       4177647 
     96  12945       tick           414        155185       4173930 
     97  12945       tick           341        157931       4214060 
     98  12945       tick           499        153950       4183353 
     99  12945       tick           443        154473       4172173 
    100  12945       tick           391        152339       4016568 
    101  12945       tick           295        159796       4331798 
    102  12945       tick           814        154375       4186816 
    103  12945       tick           458        154668       4174866 
    104  12945       tick           659        157894       4190456 
    105  12945       tick           472        153825       4178172 
    106  12945       tick           488        154084       4168730 
    107  12945       tick           488        158321       4210272 
    108  12945       tick           468        153506       4189478 
    109  12945       tick           434        154809       4165435 
    110  12945       tick           382        158827       4192779 
    111  12945       tick           348        154270       4173538 
    112  12945       tick           457        155018       4168681 
    113  12945       tick           304        158297       4218012 
    114  12945       tick           571        153255       4170578 
    115  12945       tick           487        154236       4178401 
    116  12945       tick           372        156387       4204507 
    117  12945       tick           395        156274       4190894 
    118  12945       tick           505        153971       4162353 
    119  12945       tick           675        153664       4158818 
    120  12945       tick           489        157748       4202953 
    121  12945       tick           510        153619       4177126 
    122  12945       tick           317        154719       4166807 
    123  12945       tick           393        159465       4206863 
    124  12945       tick           429        153293       4177280 
    125  12945       tick           342        154496       4174188 
    126  12945       tick           356        157680       4192752 
    127  12945       tick           400        153305       4180228 
    128  12945       tick           532        155570       4164673 
    129  12945       tick           494        156173       4208689 
    130  12945       tick           436        154220       4180287 
    131  12945       tick           529        153465       4186474 
    132  12945       tick           347        154457       4174992 
    133  12945       tick           491        159567       4197248 
    134  12945       tick           496        153623       4165179 
    135  12945       tick           374        154821       4174296 
    136  12945       tick           436        158159       4197332 
    137  12945       tick           502        153225       4180491 
    138  12945       tick           798        154066       4147424 
    139  12945       tick           329        160207       4204367 
    140  12945       tick           388        153324       4185397 
    141  12945       tick           385        154638       4173481 
    142  12945       tick           339        159344       4215680 
    143  12945       tick           411        154884       4175552 
    144  12945       tick           692        155395       4146989 
    145  12945       tick           523        155104       4217987 
    146  12945       tick           562        154489       4162161 
    147  12945       tick           444        154326       4183496 
    148  12945       tick           584        154160       4156282 
    149  12945       tick           522        158513       4204847 
    150  12945       tick           307        153597       4193755 
    151  12945       tick           444        153740       4177168 
    152  12945       tick           523        158209       4205768 
    153  12945       tick           313        153401       4180808 
    154  12945       tick           384        153822       4163747 
    155  12945       tick           444        158067       4205501 
    156  12945       tick           446        151900       4185190 
    157  12945       tick           489        155442       4173086 
    158  12945       tick           370        155430       4223178 
    159  12945       tick           412        155996       4186424 
    160  12945       tick           474        153538       4179654 
    161  12945       tick           308        152563       4106136 
    162  12945       tick           388        161639       4257726 
    163  12945       tick           735        153320       4161340 
    164  12945       tick           409        154951       4159117 
    165  12945       tick           367        159215       4209603 
    166  12945       tick           505        153565       4177482 
    167  12945       tick           341        155148       4176335 
    168  12945       tick           414        159355       4202721 
    169  12945       tick           476        153067       4179440 
    170  12945       tick           458        153614       4167996 
    171  12945       tick           287        155818       4157122 
    172  12945       tick           418        155276       4230299 
    173  12945       tick           661        150787       4089303 
    174  12945       tick           328        157279       4265111 
    175  12945       tick           503        159081       4207414 
    176  12945       tick           471        153765       4180013 
    177  12945       tick           413        153494       4176095 
    178  12945       tick           431        159903       4197177 
    179  12945       tick           347        153626       4162125 
    180  12945       tick           327        154316       4180165 
    181  12945       tick           383        158940       4197977 
    182  12945       tick           488        153854       4186369 
    183  12945       tick           533        153425       4185416 
    184  12945       tick           531        157866       4203728 
    185  12945       tick           452        154118       4182871 
    186  12945       tick           560        155132       4160428 
    187  12945       tick           244        152310       4186112 
    188  12945       tick           392        159227       4200685 
    189  12945       tick           458        146887       4009193 
    190  12945       tick           370        159866       4337674 
    191  12945       tick           391        159735       4208044 
    192  12945       tick           391        152872       4187816 
    193  12945       tick           310        153770       4181989 
    194  12945       tick           332        158229       4205309 
    195  12945       tick           424        153985       4179719 
    196  12945       tick           462        154942       4164647 
    197  12945       tick           411        158132       4205270 
    198  12945       tick           366        154733       4173841 
    199  12945       tick           406        155301       4169036 
    200  12945       tick           302        155507       4199912 
    201  12945       tick           405        157512       4199645 
    202  12945       tick           455        153765       4173174 
    203  12945       tick           503        154663       4180562 
    204  12945       tick           344        157885       4203369 
    205  12945       tick           293        152769       4183807 
    206  12945       tick           409        154240       4160134 
    207  12945       tick           502        158277       4201502 
    208  12945       tick           497        154678       4179126 
    209  12945       tick           392        153711       4178552 
    210  12945       tick           370        159342       4203308 
    211  12945       tick           475        154100       4188024 
    212  12945       tick           585        154348       4164857 
    213  12945       tick           363        155349       4194258 
    214  12945       tick           382        157112       4188693 
    215  12945       tick           479        154782       4159723 
    216  12945       tick           472        152405       4187184 
    217  12945       tick           391        158705       4203700 
    218  12945       tick           389        153690       4188122 
    219  12945       tick           467        154546       4175293 
    220  12945       tick           565        158938       4207339 
    221  12945       tick           352        154917       4176667 
    222  12945       tick           374        153709       4171328 
    223  12945       tick           343        158832       4198200 
    224  12945       tick           637        152588       4166708 
    225  12945       tick           446        154019       4164516 
    226  12945       tick           564        156854       4210508 
    227  12945       exit           794         45766       1207452 
