,time,Run_1,UPDATE_PERIOD_us,cpu_freq0,cpu_freq1,cpu_freq2,cpu_freq3,cpu_iio_temp,sensor_cpu_uW,sensor_ina226_CALC_uW
count,20.0,20.0,5.0,981.0,981.0,981.0,981.0,981.0,981.0,981.0
mean,3.57769715906,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.73410118348624,2406845.0560652395,2374934.7257900103
std,0.5465432335666122,0.0,0.0,0.0,0.0,0.0,0.0,0.6251761889895936,20273.196553374393,18521.952852511276
min,3.1001344235,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,27.666593,2260000.0,2212549.0
25%,3.1008446692500002,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.329697,2398000.0,2365181.0
50%,3.1034258119,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,29.733816,2410000.0,2374337.0
75%,4.170276297975,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,30.169021,2423000.0,2384295.0
max,4.303775162,5.0,100000.0,1199999.0,1199999.0,1199999.0,1199999.0,31.583437,2498000.0,2458226.0
