power,time,task,howmany,island,frequency,time_rel
3074341.137123746,7.243333333333333,gzip-5,1,cpu,600000,1.0
3172040.066777963,6.2,gzip-5,1,cpu,700000,0.8559595029912563
3243991.983967936,5.438000000000001,gzip-5,1,cpu,800000,0.750759318913944
3316122.244488978,4.832,gzip-5,1,cpu,900000,0.6670961803957662
3384843.0,4.354,gzip-5,1,cpu,1000000,0.6011044638748274
3455797.7977977977,3.948,gzip-5,1,cpu,1100000,0.5450529222273355
3528005.005005005,3.626,gzip-5,1,cpu,1200000,0.5005982512655315
3601053.053053053,3.346,gzip-5,1,cpu,1300000,0.4619420156465715
3673516.0,3.104,gzip-5,1,cpu,1400000,0.4285319834330419
3746569.5695695695,2.902,gzip-5,1,cpu,1500000,0.4006442705936494
