frequency,power,task,island,voltage,time,howmany,time_rel
200000,22755.59210526316,encrypt,little,917779.605263158,35.568333333333335,1,1.0
300000,32869.22149122807,encrypt,little,917500.0,23.54833333333333,1,0.6620589475657184
400000,42587.37719298246,encrypt,little,917532.894736842,17.58666666666667,1,0.494447307998688
500000,52196.60526315789,encrypt,little,917500.0,14.038333333333332,1,0.3946862846164659
600000,67153.23684210527,encrypt,little,953944.6271929824,11.686666666666667,1,0.3285694203645565
700000,84778.39035087719,encrypt,little,991252.7412280702,10.013333333333332,1,0.2815238273745372
800000,103596.0394736842,encrypt,little,1027615.1315789474,8.771666666666667,1,0.2466144979148118
900000,126061.96271929824,encrypt,little,1065000.0,7.836666666666667,1,0.2203270699592334
1000000,150738.43421052632,encrypt,little,1101351.4254385964,7.043333333333333,1,0.198022585633288
1100000,176756.6951754386,encrypt,little,1138314.144736842,6.391666666666667,1,0.1797010449369757
1200000,207417.1096491228,encrypt,little,1175019.1885964912,5.891666666666667,1,0.1656435968323883
1300000,246097.00657894736,encrypt,little,1223771.929824561,5.415,1,0.1522421629726817
1400000,291555.1293859649,encrypt,little,1272461.6228070175,5.058333333333333,1,0.1422145166580759
1500000,331507.0745614035,encrypt,little,1305726.4254385964,4.706666666666667,1,0.1323274448245162
