frequency,power,task,island,voltage,time,howmany,time_rel
200000,20955.370614035088,cacherate-60,little,917891.995614035,6.59,1,1.0
300000,27341.504385964912,cacherate-60,little,917521.9298245612,5.156666666666667,1,0.7824987354577644
400000,33010.087719298244,cacherate-60,little,917505.4824561405,4.476666666666667,1,0.6793120890237734
500000,37470.80263157895,cacherate-60,little,917516.447368421,4.066666666666667,1,0.6170966110268085
600000,46402.94298245614,cacherate-60,little,954967.105263158,3.8533333333333335,1,0.5847243297926151
700000,56184.06359649123,cacherate-60,little,991282.894736842,3.615,1,0.5485584218512899
800000,66916.21929824562,cacherate-60,little,1028736.2938596492,3.5016666666666665,1,0.5313606474456246
900000,79567.65350877192,cacherate-60,little,1065134.320175439,3.3800000000000003,1,0.512898330804249
1000000,92456.77192982456,cacherate-60,little,1102502.74122807,3.2516666666666665,1,0.4934243803743044
1100000,107086.9605263158,cacherate-60,little,1139070.7236842106,3.206666666666667,1,0.4865958523014669
1200000,124498.93640350878,cacherate-60,little,1176255.4824561405,3.145,1,0.4772382397572079
1300000,145630.58114035087,cacherate-60,little,1225293.3114035088,3.0850000000000004,1,0.4681335356600911
1400000,170385.05921052632,cacherate-60,little,1273993.9692982456,3.133333333333333,1,0.4754678806272129
1500000,193428.1096491228,cacherate-60,little,1311112.9385964912,3.075,1,0.4666160849772383
