frequency,power,task,island,voltage,time,howmany,time_rel
200000,22760.45175438597,decrypt,little,917820.7236842106,35.83166666666667,1,1.0
300000,32737.32894736842,decrypt,little,917532.894736842,23.705,1,0.6615656542164751
400000,42531.74561403509,decrypt,little,917552.0833333334,17.733333333333334,1,0.494906739848365
500000,52139.50657894737,decrypt,little,917530.153508772,14.141666666666667,1,0.3946695195125354
600000,67415.55921052632,decrypt,little,954065.2412280702,11.831666666666669,1,0.3302014047164984
700000,85081.03947368421,decrypt,little,991197.9166666666,10.09666666666667,1,0.281780547932462
800000,104195.63596491228,decrypt,little,1027590.4605263158,8.861666666666666,1,0.2473138285501651
900000,126527.6447368421,decrypt,little,1065013.7061403508,7.868333333333333,1,0.2195916089120423
1000000,151199.92763157896,decrypt,little,1101291.1184210526,7.075,1,0.1974510442346155
1100000,177713.23245614034,decrypt,little,1138220.9429824562,6.441666666666667,1,0.1797758035257453
1200000,208180.0855263158,decrypt,little,1175021.929824561,5.906666666666667,1,0.164844876505884
1300000,247414.5942982456,decrypt,little,1223777.4122807018,5.455000000000001,1,0.1522396390529792
1400000,292067.91228070174,decrypt,little,1272450.6578947369,5.071666666666666,1,0.1415414670449788
1500000,331707.23245614034,decrypt,little,1304975.3289473683,4.75,1,0.1325643053165263
