frequency,power,task,island,voltage,time,howmany,time_rel
200000,20096.254385964912,cacherate-80,little,917771.3815789474,6.108333333333333,1,1.0
300000,25654.355263157893,cacherate-80,little,917521.9298245612,4.818333333333333,1,0.7888130968622101
400000,31423.111842105263,cacherate-80,little,917491.7763157894,4.176666666666667,1,0.6837653478854024
500000,35806.60964912281,cacherate-80,little,917543.8596491228,3.841666666666667,1,0.6289222373806276
600000,44646.88815789474,cacherate-80,little,954980.8114035088,3.5716666666666668,1,0.5847203274215552
700000,54275.6600877193,cacherate-80,little,991324.0131578948,3.4133333333333336,1,0.558799454297408
800000,64482.20175438596,cacherate-80,little,1028750.0,3.24,1,0.5304229195088677
900000,77205.625,cacherate-80,little,1065767.5438596492,3.1933333333333334,1,0.5227830832196453
1000000,89181.61622807017,cacherate-80,little,1102494.5175438595,3.073333333333333,1,0.503137789904502
1100000,104668.33771929824,cacherate-80,little,1139276.3157894737,3.0033333333333334,1,0.4916780354706685
1200000,120726.09210526316,cacherate-80,little,1176258.2236842106,2.966666666666667,1,0.485675306957708
1300000,142170.90131578947,cacherate-80,little,1225216.5570175438,2.9266666666666663,1,0.4791268758526602
1400000,166313.35307017545,cacherate-80,little,1274366.7763157894,2.916666666666666,1,0.4774897680763982
1500000,189313.5394736842,cacherate-80,little,1311206.1403508773,2.901666666666667,1,0.4750341064120055
