[Event-to-counter mappings]
pmc1=llc_misses
pmc2=mispred_branches
pmc3=potentially_predicted_branches
[Event counts]
nsample    pid      event          pmc1          pmc2          pmc3
      1  30615       tick         15401        629895       4617390 
      2  30615       tick          1516          8451        273545 
      3  30615       tick          1684          8550        273630 
      4  30615       tick          1653          8515        273493 
      5  30615       tick          1653          8641        273287 
      6  30615       tick          1511          8523        273891 
      7  30615       tick          1577          8577        273955 
      8  30615       tick          1617          8524        273698 
      9  30615       tick          1522          8598        274295 
     10  30615       tick          1482          8536        272905 
     11  30615       tick          1735          8369        267019 
     12  30615       tick          1817          8706        277787 
     13  30615       tick          1710          8424        272005 
     14  30615       tick          1677          8445        273596 
     15  30615       tick          1598          8562        273416 
     16  30615       tick          1495          8457        273771 
     17  30615       tick          1388          8507        274192 
     18  30615       tick          1560          8453        273910 
     19  30615       tick          1580          8410        273987 
     20  30615       tick          1756          8450        272483 
     21  30615       tick          1574          8517        273623 
     22  30615       tick          1512          8549        274169 
     23  30615       tick          1554          8483        273739 
     24  30615       tick          1719          8528        273317 
     25  30615       tick          1595          8495        273914 
     26  30615       tick          1635          8516        273644 
     27  30615       tick          1650          8466        273623 
     28  30615       tick          1418          8469        274258 
     29  30615       tick          1400          8431        274000 
     30  30615       tick          1484          8492        273991 
     31  30615       tick          1530          8508        273093 
     32  30615       tick          1623          8493        273483 
     33  30615       tick          1559          8417        273806 
     34  30615       tick          1627          8501        273569 
     35  30615       tick          1699          8592        272492 
     36  30615       tick          1603          8527        273698 
     37  30615       tick          1505          8433        273644 
     38  30615       tick          1441          8478        274011 
     39  30615       tick          1546          8485        273610 
     40  30615       tick          1488          8515        274055 
     41  30615       tick          1655          8452        273063 
     42  30615       tick          1811          8481        271576 
     43  30615       tick          1525          8511        273618 
     44  30615       tick          1524          8449        273861 
     45  30615       tick          1838          8616        271818 
     46  30615       tick          1479          8471        274123 
     47  30615       tick          1601          8457        273717 
     48  30615       tick          1409          8454        274158 
     49  30615       tick          1510          8473        273827 
     50  30615       tick          1664          8423        273676 
     51  30615       tick          1600          8486        272401 
     52  30615       tick          1542          8520        273820 
     53  30615       tick          1694          8436        273515 
     54  30615       tick          1670          8477        273445 
     55  30615       tick          1679          8576        272691 
     56  30615       tick          1567          8491        273920 
     57  30615       tick          1405          8429        274230 
     58  30615       tick          1569          8467        274101 
     59  30615       tick          1445          8417        274094 
     60  30615       exit          2284         11158        142854 
