frequency,power,task,island,voltage,time,howmany,time_rel
200000,50728.600877192985,gzip-5,little,917500.0,37.06777777777778,3,1.0689030935101969
300000,72306.01096491228,gzip-5,little,916831.1403508772,24.87,3,0.7171624933916471
400000,92710.13377192985,gzip-5,little,916370.6140350878,18.87333333333333,3,0.5442399192579419
500000,110042.76315789472,gzip-5,little,916255.4824561405,15.304444444444446,3,0.4413258358565227
600000,139878.99561403508,gzip-5,little,952524.6710526316,12.986666666666666,3,0.3744893545441438
700000,172397.9254385965,gzip-5,little,988766.447368421,11.281666666666665,3,0.3253232085355889
800000,205400.99122807017,gzip-5,little,1026069.0789473684,10.100555555555555,3,0.29126415789558
900000,246463.86184210525,gzip-5,little,1061907.894736842,9.055,3,0.2611140481568703
1000000,278120.07236842107,gzip-5,little,1091472.0394736845,8.328333333333333,3,0.240159561685971
1100000,320030.6600877193,gzip-5,little,1120345.394736842,7.742222222222223,3,0.2232581983627305
1200000,372307.7785087719,gzip-5,little,1156384.320175439,7.208333333333333,3,0.2078627385014658
1300000,429710.2302631579,gzip-5,little,1205145.285087719,6.775555555555556,3,0.1953829640665801
1400000,499573.8618421053,gzip-5,little,1253865.1315789474,6.426111111111111,3,0.1853062270710177
1500000,561434.3837719298,gzip-5,little,1290153.50877193,6.082777777777778,3,0.1754057128210057
