frequency,power,task,island,voltage,time,howmany,time_rel
200000,49417.92543859649,cacherate-40,little,917557.5657894736,12.091666666666669,3,1.4961847803670862
300000,62665.23464912281,cacherate-40,little,917491.7763157894,8.041111111111112,3,0.9949817831855368
400000,72453.22587719298,cacherate-40,little,916743.4210526316,6.26,3,0.7745926995256753
500000,82894.0350877193,cacherate-40,little,916282.894736842,5.677222222222222,3,0.7024816113287963
600000,98761.61842105264,cacherate-40,little,953708.8815789474,5.3277777777777775,3,0.6592424554891042
700000,116664.60307017544,cacherate-40,little,990013.7061403508,5.222222222222221,3,0.6461813432322815
800000,136254.79385964913,cacherate-40,little,1027434.2105263158,4.920555555555556,3,0.608854059256204
900000,157247.15789473685,cacherate-40,little,1063862.3903508773,4.815555555555555,3,0.5958616896954698
1000000,182552.72807017545,cacherate-40,little,1100633.2236842106,4.584444444444443,3,0.5672647281226368
1100000,208727.22368421053,cacherate-40,little,1135671.600877193,4.65888888888889,3,0.5764762493985015
1200000,232089.2938596492,cacherate-40,little,1161743.4210526317,4.618333333333333,3,0.5714580325840379
1300000,261588.69736842104,cacherate-40,little,1206485.745614035,4.542222222222223,3,0.562040283219908
1400000,307336.4583333333,cacherate-40,little,1255690.7894736845,4.632222222222222,3,0.5731765999862514
1500000,346173.5285087719,cacherate-40,little,1292563.048245614,4.501111111111111,3,0.5569533237093559
